CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Dedicated_Veteran_Beds_ES_TH_SH,Dedicated_Youth_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Dedicated_Veteran_Beds_ES,Dedicated_Youth_Beds_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Dedicated_Veteran_Beds_TH,Dedicated_Youth_Beds_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Dedicated_Veteran_Beds_SH,Dedicated_Youth_Beds_SH,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Dedicated_Veteran_Beds_RRH,Dedicated_Youth_Beds_RRH,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Dedicated_Veteran_Beds_PSH,Dedicated_Youth_Beds_PSH,Dedicated_Chronically_Homeless_Beds_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH,Dedicated_Veteran_Beds_OPH,Dedicated_Youth_Beds_OPH
MI-502,177,100,96,0.5424,115,54,8,45,138,39,0,10,0,71,67,0.5826,30,0,30,105,10,0,0,0,21,21,0.3889,15,33,21,0,10,0,8,8,1,0,0,8,0,0,0,209,209,209,1,50,178,31,0,15,0,483,483,483,1,114,341,142,0,81,0,73,0,0,0,.,0,0,0,0,0,0
MI-503,374,332,328,0.877,246,119,9,54,129,239,6,83,11,204,204,0.8293,65,0,38,87,153,6,6,6,119,115,0.9664,16,42,77,0,68,5,9,9,1,0,0,9,0,9,0,18,18,18,1,1,5,13,0,6,0,279,279,106,0.3799,39,123,156,0,173,0,15,0,0,0,.,0,0,0,0,0,0
MI-504,261,209,209,0.8008,165,96,0,39,134,116,11,0,31,113,113,0.6848,107,0,15,57,98,10,0,10,96,96,1,24,77,18,1,0,21,0,0,.,0,0,0,0,0,0,343,343,343,1,73,276,67,0,9,0,680,680,588,0.8647,111,348,332,0,78,0,288,0,0,0,.,0,0,0,0,0,0
MI-505,308,273,265,0.8604,269,39,0,33,156,142,10,22,18,234,226,0.8401,50,5,31,149,110,10,0,10,39,39,1,2,7,32,0,22,8,0,0,.,0,0,0,0,0,0,87,87,87,1,23,85,2,0,2,0,362,362,317,0.8757,83,237,125,0,74,0,29,1712,1712,8,0.0047,360,1263,449,0,0,0
MI-506,830,661,609,0.7337,624,206,0,100,351,467,12,60,27,571,519,0.8317,0,47,67,240,379,5,18,20,90,90,0.4369,33,111,88,7,42,7,0,0,.,0,0,0,0,0,0,414,414,414,1,122,377,37,0,8,176,855,855,855,1,107,304,551,0,11,6,368,45,45,45,1,6,23,22,0,0,0
MI-507,629,517,307,0.4881,555,74,0,64,300,316,13,0,39,485,275,0.4955,0,5,43,244,298,13,0,13,32,32,0.4324,21,56,18,0,0,26,0,0,.,0,0,0,0,0,0,89,89,89,1,25,78,11,0,2,0,469,447,447,0.9531,87,299,170,0,0,0,126,72,72,72,1,1,2,70,0,0,10
MI-508,389,359,359,0.9229,322,58,9,37,131,249,9,22,26,292,292,0.9068,0,85,28,109,209,4,0,4,58,58,1,9,22,31,5,13,22,9,9,1,0,0,9,0,9,0,145,145,145,1,37,125,20,0,10,0,595,595,376,0.6319,55,207,388,0,214,0,183,24,24,24,1,4,9,15,0,0,0
MI-509,235,185,175,0.7447,175,60,0,36,114,116,5,28,12,125,125,0.7143,118,0,34,104,66,5,5,5,60,50,0.8333,2,10,50,0,23,7,0,0,.,0,0,0,0,0,0,256,256,256,1,68,239,17,0,0,9,869,869,869,1,88,242,627,0,186,19,864,0,0,0,.,0,0,0,0,0,0
MI-510,404,266,266,0.6584,208,190,6,68,197,189,18,20,35,182,182,0.875,0,9,27,73,120,15,20,15,78,78,0.4105,41,124,63,3,0,20,6,6,1,0,0,6,0,0,0,41,41,41,1,8,32,9,0,4,13,388,373,373,0.9613,61,192,196,0,133,0,159,0,0,0,.,0,0,0,0,0,0
MI-511,110,47,31,0.2818,66,44,0,23,76,34,0,0,3,28,12,0.1818,25,1,10,35,31,0,0,0,19,19,0.4318,13,41,3,0,0,3,0,0,.,0,0,0,0,0,0,25,25,25,1,5,17,8,0,1,0,7,7,7,1,0,0,7,0,0,0,7,0,0,0,.,0,0,0,0,0,0
MI-512,172,138,110,0.6395,151,21,0,20,64,99,9,4,9,129,107,0.7086,66,0,15,52,93,6,4,6,9,3,0.1429,5,12,6,3,0,3,0,0,.,0,0,0,0,0,0,13,13,13,1,2,5,8,0,7,0,319,319,292,0.9154,87,208,111,0,27,0,18,0,0,0,.,0,0,0,0,0,0
MI-513,52,23,21,0.4038,26,26,0,11,44,8,0,2,0,10,8,0.3077,21,0,2,19,7,0,2,0,13,13,0.5,9,25,1,0,0,0,0,0,.,0,0,0,0,0,0,18,18,16,0.8889,2,5,13,0,5,0,52,52,32,0.6154,5,23,29,0,20,0,0,0,0,0,.,0,0,0,0,0,0
MI-514,221,179,135,0.6109,166,49,6,25,85,136,0,45,0,124,89,0.5361,0,19,19,68,98,0,30,0,49,40,0.8163,6,17,32,0,9,0,6,6,1,0,0,6,0,6,0,25,25,25,1,5,16,9,0,6,0,149,149,0,0,0,0,149,0,149,0,0,102,102,23,0.2255,2,5,97,0,79,0
MI-515,258,240,204,0.7907,151,107,0,49,89,169,0,35,0,133,133,0.8808,0,0,40,66,85,0,0,0,107,71,0.6636,9,23,84,0,35,0,0,0,.,0,0,0,0,0,0,131,131,131,1,18,51,80,0,0,0,34,34,34,1,6,20,14,0,1,0,24,0,0,0,.,0,0,0,0,0,0
MI-516,166,145,145,0.8735,149,17,0,37,107,59,0,0,17,128,128,0.8591,30,0,32,90,59,0,0,0,17,17,1,5,17,0,0,0,17,0,0,.,0,0,0,0,0,0,89,89,89,1,14,45,44,0,11,0,167,167,104,0.6228,38,100,67,0,77,0,62,760,760,88,0.1158,155,534,226,0,0,0
MI-517,108,78,78,0.7222,108,0,0,2,68,40,0,0,0,78,78,0.7222,0,10,2,68,40,0,0,0,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,66,66,66,1,15,52,14,0,14,0,99,99,95,0.9596,18,63,36,0,4,0,99,0,0,0,.,0,0,0,0,0,0
MI-518,70,40,40,0.5714,25,45,0,12,33,21,16,0,16,18,18,0.72,19,0,4,10,6,9,0,9,22,22,0.4889,8,23,15,7,0,7,0,0,.,0,0,0,0,0,0,23,23,23,1,5,11,12,0,19,0,24,24,17,0.7083,1,2,22,0,6,0,18,0,0,0,.,0,0,0,0,0,0
MI-519,266,241,227,0.8534,141,125,0,38,120,146,0,0,0,125,125,0.8865,0,44,17,60,81,0,0,0,116,102,0.816,21,60,65,0,0,0,0,0,.,0,0,0,0,0,0,122,93,93,0.7623,33,110,12,0,0,0,127,127,127,1,23,66,61,0,0,0,47,0,0,0,.,0,0,0,0,0,0
MI-523,142,90,90,0.6338,48,94,0,30,141,1,0,0,0,32,32,0.6667,0,0,12,48,0,0,0,0,58,58,0.617,18,93,1,0,0,0,0,0,.,0,0,0,0,0,0,30,30,30,1,9,27,3,0,0,0,45,45,17,0.3778,9,28,17,0,0,0,45,0,0,0,.,0,0,0,0,0,0
MN-500,2766,2522,2355,0.8514,1954,794,18,420,1468,1250,48,62,202,1786,1776,0.9089,50,26,267,1018,907,29,0,66,718,561,0.7065,153,450,325,19,62,136,18,18,1,0,0,18,0,0,0,1166,1166,1166,1,319,1037,129,0,70,154,4287,4255,3797,0.8857,517,1742,2505,40,358,203,895,3092,3070,2855,0.9234,359,1391,1701,0,47,22
MN-501,1468,1238,707,0.4816,859,609,0,197,635,809,24,14,89,669,464,0.5402,68,2,82,259,589,11,0,32,569,243,0.399,115,376,220,13,14,57,0,0,.,0,0,0,0,0,0,474,474,348,0.7342,143,424,50,0,18,53,2753,2753,2409,0.875,331,1107,1646,0,313,42,547,362,350,306,0.8453,54,191,171,0,0,69
MN-502,522,428,375,0.7184,195,327,0,107,337,165,20,0,128,136,99,0.5077,58,7,43,156,39,0,0,0,292,276,0.844,64,181,126,20,0,128,0,0,.,0,0,0,0,0,0,162,141,141,0.8704,41,129,33,0,4,1,400,400,366,0.915,74,231,169,0,45,0,234,360,360,360,1,63,176,174,10,0,25
MN-503,408,323,305,0.7475,296,112,0,90,271,137,0,4,46,211,210,0.7095,50,23,61,191,105,0,0,6,112,95,0.8482,29,80,32,0,4,40,0,0,.,0,0,0,0,0,0,249,249,249,1,74,197,52,0,14,51,764,759,674,0.8822,147,373,390,1,82,38,209,0,0,0,.,0,0,0,0,0,0
MN-504,72,68,64,0.8889,26,46,0,9,35,37,0,0,4,26,22,0.8462,0,0,2,7,19,0,0,1,42,42,0.913,7,28,18,0,0,3,0,0,.,0,0,0,0,0,0,30,30,30,1,14,24,6,0,18,0,173,162,162,0.9364,31,88,85,0,7,0,19,0,0,0,.,0,0,0,0,0,0
MN-505,478,413,332,0.6946,220,258,0,110,314,164,0,11,118,162,123,0.5591,34,0,46,141,79,0,4,0,251,209,0.8101,64,173,85,0,7,118,0,0,.,0,0,0,0,0,0,221,221,221,1,46,162,59,0,25,2,291,291,214,0.7354,49,143,148,0,74,0,30,218,209,197,0.9037,60,183,35,0,15,1
MN-506,288,255,243,0.8438,108,180,0,66,169,109,10,2,68,86,74,0.6852,0,7,16,42,61,5,2,5,169,169,0.9389,50,127,48,5,0,63,0,0,.,0,0,0,0,0,0,43,27,24,0.5581,9,35,8,0,8,2,256,256,256,1,75,189,67,0,0,17,72,143,143,83,0.5804,35,100,43,0,0,4
MN-508,197,171,171,0.868,91,106,0,44,119,78,0,3,29,65,65,0.7143,0,18,17,48,43,0,3,0,106,106,1,27,71,35,0,0,29,0,0,.,0,0,0,0,0,0,35,35,35,1,6,27,8,0,0,0,443,443,443,1,109,302,141,0,0,0,140,112,112,112,1,41,106,6,0,0,0
MN-509,377,321,277,0.7347,204,173,0,102,199,174,4,9,78,155,123,0.6029,0,3,36,72,128,4,0,50,166,154,0.8902,66,127,46,0,9,28,0,0,.,0,0,0,0,0,0,106,106,106,1,27,89,17,0,0,0,912,912,444,0.4868,240,476,426,10,21,63,300,0,0,0,.,0,0,0,0,0,0
MN-511,84,72,64,0.7619,49,35,0,27,69,15,0,0,23,37,30,0.6122,0,0,16,42,7,0,0,0,35,34,0.9714,11,27,8,0,0,23,0,0,.,0,0,0,0,0,0,74,74,74,1,27,54,20,0,0,0,185,185,185,1,46,142,43,0,0,14,48,0,0,0,.,0,0,0,0,0,0
MO-500,404,328,221,0.547,167,237,0,82,224,149,31,6,222,120,109,0.6527,48,29,35,118,36,13,0,20,208,112,0.4726,47,106,113,18,6,202,0,0,.,0,0,0,0,0,0,103,103,103,1,23,80,23,0,15,0,383,383,280,0.7311,56,184,199,0,112,0,105,40,40,0,0,8,18,22,0,40,0
MO-501,911,741,652,0.7157,507,404,0,139,428,483,0,131,30,433,384,0.7574,16,98,75,225,282,0,0,10,308,268,0.6634,64,203,201,0,131,20,0,0,.,0,0,0,0,0,0,204,203,203,0.9951,34,111,93,0,62,0,1885,1885,1595,0.8462,224,743,1142,0,288,15,1239,0,0,0,.,0,0,0,0,0,0
MO-503,279,209,96,0.3441,139,140,0,48,178,89,12,0,22,69,69,0.4964,0,158,21,108,23,8,0,12,140,27,0.1929,27,70,66,4,0,10,0,0,.,0,0,0,0,0,0,26,26,26,1,7,24,2,0,5,0,45,45,45,1,6,25,20,0,1,0,45,108,108,27,0.25,5,16,92,0,1,0
MO-600,404,199,175,0.4332,363,41,0,68,232,160,12,0,21,158,134,0.3691,0,0,52,200,153,10,0,14,41,41,1,16,32,7,2,0,7,0,0,.,0,0,0,0,0,0,233,233,233,1,50,185,46,2,41,27,149,149,122,0.8188,17,59,90,0,27,8,113,0,0,0,.,0,0,0,0,0,0
MO-602,305,249,82,0.2689,222,83,0,24,72,209,24,50,24,166,39,0.1757,0,40,15,44,154,24,15,24,83,43,0.5181,9,28,55,0,35,0,0,0,.,0,0,0,0,0,0,74,74,74,1,17,55,19,0,7,0,187,187,112,0.5989,16,60,127,0,75,0,19,0,0,0,.,0,0,0,0,0,0
MO-603,171,89,89,0.5205,76,77,18,37,98,73,0,8,0,31,31,0.4079,24,10,13,45,31,0,0,0,40,40,0.5195,24,53,24,0,8,0,18,18,1,0,0,18,0,0,0,32,32,32,1,3,15,17,0,15,0,235,218,178,0.7574,37,135,100,0,40,0,24,0,0,0,.,0,0,0,0,0,0
MO-604,1818,1485,1297,0.7134,1148,645,25,213,654,1139,25,148,82,843,829,0.7221,12,130,106,363,772,13,49,24,617,443,0.6868,107,291,342,12,74,58,25,25,1,0,0,25,0,25,0,734,654,602,0.8202,152,511,223,0,157,98,1826,1826,1385,0.7585,257,732,1094,0,437,32,1623,0,0,0,.,0,0,0,0,0,0
MO-606,1481,665,329,0.2221,1151,322,8,221,723,707,51,78,70,385,284,0.2467,80,43,173,540,566,45,51,49,272,37,0.1149,48,183,133,6,19,21,8,8,1,0,0,8,0,8,0,223,198,195,0.8744,43,141,81,1,64,19,1263,1263,893,0.707,209,656,607,0,370,0,486,0,0,0,.,0,0,0,0,0,0
MP-500,30,0,0,0.0,30,0,0,4,5,20,5,0,5,0,0,0,0,0,4,5,20,5,0,5,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,15,15,0,0,2,12,3,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0
MS-500,486,413,385,0.7922,223,263,0,10,210,258,18,0,28,166,138,0.6188,0,0,6,115,90,18,0,23,247,247,0.9392,4,95,168,0,0,5,0,0,.,0,0,0,0,0,0,159,120,120,0.7547,130,159,0,0,94,7,167,167,167,1,34,90,77,0,0,12,101,0,0,0,.,0,0,0,0,0,0
MS-501,471,283,205,0.4352,362,109,0,76,245,218,8,24,16,188,138,0.3812,16,18,62,203,151,8,0,8,95,67,0.6147,14,42,67,0,24,8,0,0,.,0,0,0,0,0,0,398,398,398,1,83,305,93,0,17,0,119,119,47,0.395,7,25,94,0,72,0,17,0,0,0,.,0,0,0,0,0,0
MS-503,122,39,39,0.3197,64,58,0,28,83,39,0,0,0,39,39,0.6094,0,0,15,36,28,0,0,0,0,0,0,13,47,11,0,0,0,0,0,.,0,0,0,0,0,0,237,233,233,0.9831,35,100,137,0,30,34,57,45,45,0.7895,5,13,44,0,8,0,45,0,0,0,.,0,0,0,0,0,0
MT-500,1376,1081,151,0.1097,1039,337,0,190,846,516,14,109,29,815,43,0.0414,48,116,130,655,380,4,0,4,266,108,0.3205,60,191,136,10,109,25,0,0,.,0,0,0,0,0,0,654,654,653,0.9985,111,312,318,24,118,52,883,883,372,0.4213,106,264,619,0,511,13,359,14,14,14,1,0,0,14,0,0,0
NC-500,433,394,306,0.7067,349,84,0,37,132,299,2,24,2,310,260,0.745,87,0,34,119,228,2,0,2,84,46,0.5476,3,13,71,0,24,0,0,0,.,0,0,0,0,0,0,112,112,112,1,18,69,43,0,21,0,408,408,202,0.4951,73,177,231,0,209,0,122,0,0,0,.,0,0,0,0,0,0
NC-501,463,443,286,0.6177,237,226,0,25,47,410,6,228,6,217,68,0.2869,16,77,17,23,208,6,48,6,226,218,0.9646,8,24,202,0,180,0,0,0,.,0,0,0,0,0,0,78,78,69,0.8846,9,26,52,0,57,0,496,496,183,0.369,28,85,411,0,313,0,183,50,50,50,1,0,0,50,0,50,0
NC-502,315,301,297,0.9429,262,53,0,33,113,202,0,69,0,248,244,0.9313,0,5,33,113,149,0,16,0,53,53,1,0,0,53,0,53,0,0,0,.,0,0,0,0,0,0,237,237,237,1,56,190,47,0,29,0,329,329,329,1,35,129,200,0,143,0,170,0,0,0,.,0,0,0,0,0,0
NC-503,3110,2242,1461,0.4698,2526,584,0,367,1320,1772,18,36,43,1694,1145,0.4533,112,43,304,1081,1445,0,14,4,548,316,0.5411,63,239,327,18,22,39,0,0,.,0,0,0,0,0,0,757,564,557,0.7358,173,564,193,0,42,70,1820,1820,1618,0.889,300,1061,759,0,235,0,1668,0,0,0,.,0,0,0,0,0,0
NC-504,531,502,475,0.8945,427,104,0,68,208,311,12,48,22,398,371,0.8689,71,13,48,155,260,12,0,12,104,104,1,20,53,51,0,48,10,0,0,.,0,0,0,0,0,0,91,91,91,1,16,55,36,0,19,0,478,478,344,0.7197,74,228,250,0,148,0,171,0,0,0,.,0,0,0,0,0,0
NC-505,1332,1188,1114,0.8363,957,375,0,56,547,776,9,84,17,837,825,0.8621,174,89,11,374,574,9,34,9,351,289,0.7707,45,173,202,0,50,8,0,0,.,0,0,0,0,0,0,680,680,677,0.9956,183,576,104,0,31,8,1280,1280,836,0.6531,101,329,951,0,446,0,823,333,333,333,1,110,333,0,0,0,0
NC-506,380,328,296,0.7789,262,118,0,42,136,235,9,16,9,210,193,0.7366,15,6,27,83,170,9,0,9,118,103,0.8729,15,53,65,0,16,0,0,0,.,0,0,0,0,0,0,6,6,6,1,0,0,6,0,6,0,206,206,97,0.4709,15,50,156,0,109,0,75,0,0,0,.,0,0,0,0,0,0
NC-507,733,689,689,0.94,518,215,0,98,323,404,6,11,26,474,474,0.9151,5,95,37,192,320,6,0,6,215,215,1,61,131,84,0,11,20,0,0,.,0,0,0,0,0,0,338,338,338,1,88,301,37,0,23,2,941,941,526,0.559,114,377,564,0,415,0,906,0,0,0,.,0,0,0,0,0,0
NC-509,279,230,113,0.405,214,65,0,28,78,196,5,4,30,165,105,0.4907,10,24,21,61,148,5,4,12,65,8,0.1231,7,17,48,0,0,18,0,0,.,0,0,0,0,0,0,29,29,29,1,4,21,8,0,8,0,151,151,142,0.9404,20,67,84,0,5,0,0,0,0,0,.,0,0,0,0,0,0
NC-511,175,135,135,0.7714,84,91,0,43,149,26,0,9,0,63,63,0.75,0,0,13,58,26,0,9,0,72,72,0.7912,30,91,0,0,0,0,0,0,.,0,0,0,0,0,0,37,37,37,1,6,19,18,0,34,0,175,175,175,1,21,58,117,0,140,0,6,0,0,0,.,0,0,0,0,0,0
NC-513,91,91,91,1.0,39,52,0,10,25,66,0,0,0,39,39,1,0,20,10,25,14,0,0,0,52,52,1,0,0,52,0,0,0,0,0,.,0,0,0,0,0,0,15,15,15,1,2,6,9,0,2,0,93,93,93,1,12,41,52,0,0,0,93,0,0,0,.,0,0,0,0,0,0
NC-516,121,60,50,0.4132,90,31,0,20,58,63,0,0,0,34,24,0.2667,30,15,15,39,51,0,0,0,26,26,0.8387,5,19,12,0,0,0,0,0,.,0,0,0,0,0,0,12,12,11,0.9167,1,7,5,0,0,0,62,53,53,0.8548,8,31,31,0,0,0,3,0,0,0,.,0,0,0,0,0,0
ND-500,726,494,488,0.6722,455,261,10,95,315,385,26,36,67,291,291,0.6396,15,25,49,160,269,26,0,38,193,187,0.7165,46,155,106,0,26,29,10,10,1,0,0,10,0,10,0,76,76,76,1,6,13,63,0,76,0,517,487,431,0.8337,104,225,292,0,155,0,239,10,10,10,1,0,0,10,0,0,0
NE-500,721,641,427,0.5922,534,187,0,110,340,377,4,0,34,454,243,0.4551,0,0,67,202,328,4,0,4,187,184,0.984,43,138,49,0,0,30,0,0,.,0,0,0,0,0,0,235,235,232,0.9872,52,165,70,0,66,0,127,127,109,0.8583,23,72,55,0,18,19,59,0,0,0,.,0,0,0,0,0,0
NE-501,1256,1177,640,0.5096,821,435,0,125,394,858,4,79,28,750,493,0.6005,0,238,61,231,586,4,12,4,427,147,0.3379,64,163,272,0,67,24,0,0,.,0,0,0,0,0,0,441,441,441,1,98,336,105,0,30,51,801,801,426,0.5318,112,288,513,0,349,33,376,167,167,28,0.1677,25,63,104,0,28,0
NE-502,413,342,342,0.8281,331,82,0,47,172,232,9,10,40,281,281,0.8489,0,50,38,146,176,9,10,9,61,61,0.7439,9,26,56,0,0,31,0,0,.,0,0,0,0,0,0,220,159,159,0.7227,45,156,64,0,10,9,312,312,132,0.4231,14,43,269,0,189,4,82,106,106,86,0.8113,3,12,94,0,23,0
NH-500,637,514,480,0.7535,509,128,0,119,387,242,8,0,26,386,363,0.7132,96,38,88,292,209,8,0,8,128,117,0.9141,31,95,33,0,0,18,0,0,.,0,0,0,0,0,0,148,148,148,1,28,99,49,0,25,0,486,486,311,0.6399,72,242,244,0,175,0,134,0,0,0,.,0,0,0,0,0,0
NH-501,412,394,384,0.932,206,202,4,80,227,177,8,37,28,188,188,0.9126,0,16,27,72,126,8,0,8,202,192,0.9505,53,155,47,0,36,20,4,4,1,0,0,4,0,1,0,134,134,134,1,30,110,24,0,20,0,316,316,194,0.6139,52,176,140,0,129,0,59,87,87,72,0.8276,20,55,32,0,0,0
NH-502,300,268,228,0.76,104,191,5,58,147,153,0,70,7,92,52,0.5,0,0,10,23,81,0,0,0,171,171,0.8953,48,124,67,0,70,7,5,5,1,0,0,5,0,0,0,25,25,25,1,8,14,11,0,2,0,312,312,213,0.6827,45,134,178,0,78,0,43,0,0,0,.,0,0,0,0,0,0
NJ-500,368,330,283,0.769,287,81,0,22,83,285,0,48,0,249,235,0.8188,0,91,22,83,204,0,0,0,81,48,0.5926,0,0,81,0,48,0,0,0,.,0,0,0,0,0,0,54,54,54,1,14,42,12,0,4,0,223,223,134,0.6009,7,22,201,0,89,0,218,0,0,0,.,0,0,0,0,0,0
NJ-501,368,292,292,0.7935,156,212,0,54,176,176,16,8,28,120,120,0.7692,15,16,17,43,97,16,0,16,172,172,0.8113,37,133,79,0,8,12,0,0,.,0,0,0,0,0,0,67,67,67,1,15,44,23,0,19,0,403,403,328,0.8139,58,139,264,0,80,7,172,0,0,0,.,0,0,0,0,0,0
NJ-502,380,366,326,0.8579,269,111,0,125,360,20,0,0,0,255,225,0.8364,80,355,91,249,20,0,0,0,111,101,0.9099,34,111,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,165,165,142,0.8606,98,144,21,0,27,0,38,0,0,0,.,0,0,0,0,0,0
NJ-503,769,648,600,0.7802,487,282,0,228,383,386,0,120,25,402,385,0.7906,25,237,201,273,214,0,0,0,246,215,0.7624,27,110,172,0,120,25,0,0,.,0,0,0,0,0,0,168,168,168,1,34,118,50,0,56,10,1009,989,589,0.5837,173,443,566,0,334,58,560,83,83,83,1,22,70,13,0,13,0
NJ-504,2252,2230,2156,0.9574,1575,677,0,659,1340,887,25,10,99,1553,1479,0.939,0,206,445,863,693,19,0,77,677,677,1,214,477,194,6,10,22,0,0,.,0,0,0,0,0,0,20,20,10,0.5,0,0,20,0,10,10,980,980,980,1,245,412,565,3,63,70,587,0,0,0,.,0,0,0,0,0,0
NJ-506,378,369,369,0.9762,346,32,0,50,137,241,0,0,0,337,337,0.974,100,205,48,129,217,0,0,0,32,32,1,2,8,24,0,0,0,0,0,.,0,0,0,0,0,0,298,298,296,0.9933,90,263,35,0,9,16,490,490,413,0.8429,54,148,342,0,115,0,269,8,8,8,1,0,0,8,0,0,0
NJ-507,191,167,138,0.7225,162,29,0,35,105,86,0,0,0,138,138,0.8519,15,280,35,105,57,0,0,0,29,0,0,0,0,29,0,0,0,0,0,.,0,0,0,0,0,0,76,76,72,0.9474,21,56,20,0,7,0,516,493,327,0.6337,81,240,276,0,178,6,308,76,76,60,0.7895,15,38,38,0,0,0
NJ-508,266,188,170,0.6391,109,157,0,55,188,78,0,0,0,64,64,0.5872,28,65,17,59,50,0,0,0,124,106,0.6752,38,129,28,0,0,0,0,0,.,0,0,0,0,0,0,58,58,46,0.7931,16,48,10,0,13,0,411,411,330,0.8029,78,177,234,0,94,8,366,0,0,0,.,0,0,0,0,0,0
NJ-509,295,237,237,0.8034,132,143,20,49,142,153,0,0,8,99,99,0.75,0,124,24,75,57,0,0,0,118,118,0.8252,25,67,76,0,0,8,20,20,1,0,0,20,0,0,0,17,17,17,1,2,4,13,0,10,0,252,252,210,0.8333,25,67,185,0,42,0,164,76,76,76,1,26,70,6,0,0,0
NJ-510,127,61,24,0.189,67,60,0,30,87,40,0,0,24,40,12,0.1791,0,161,14,49,18,0,0,12,21,12,0.2,16,38,22,0,0,12,0,0,.,0,0,0,0,0,0,18,18,13,0.7222,4,15,3,0,5,0,141,141,97,0.6879,24,79,62,0,44,0,77,0,0,0,.,0,0,0,0,0,0
NJ-511,371,325,260,0.7008,320,51,0,64,214,157,0,0,10,291,226,0.7063,0,39,52,174,146,0,0,0,34,34,0.6667,12,40,11,0,0,10,0,0,.,0,0,0,0,0,0,266,266,266,1,61,193,73,0,19,0,576,576,523,0.908,47,138,438,0,72,21,272,100,100,100,1,0,0,100,0,0,0
NJ-512,58,54,29,0.5,29,29,0,35,52,6,0,0,3,25,0,0,0,0,26,29,0,0,0,3,29,29,1,9,23,6,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0
NJ-513,294,268,249,0.8469,105,189,0,41,106,172,16,95,34,90,76,0.7238,0,21,24,63,26,16,0,16,178,173,0.9153,17,43,146,0,95,18,0,0,.,0,0,0,0,0,0,2,2,2,1,0,0,2,0,2,0,292,292,106,0.363,11,32,260,0,247,8,201,0,0,0,.,0,0,0,0,0,0
NJ-514,394,356,351,0.8909,282,112,0,57,167,215,12,0,27,258,258,0.9149,0,83,46,143,127,12,0,12,98,93,0.8304,11,24,88,0,0,15,0,0,.,0,0,0,0,0,0,382,382,370,0.9686,108,346,36,0,12,0,721,721,638,0.8849,99,301,420,0,63,22,341,100,100,100,1,0,0,100,0,0,0
