CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Dedicated_Veteran_Beds_ES_TH_SH,Dedicated_Youth_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Dedicated_Veteran_Beds_ES,Dedicated_Youth_Beds_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Dedicated_Veteran_Beds_TH,Dedicated_Youth_Beds_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Dedicated_Veteran_Beds_SH,Dedicated_Youth_Beds_SH,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Dedicated_Veteran_Beds_RRH,Dedicated_Youth_Beds_RRH,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Dedicated_Veteran_Beds_PSH,Dedicated_Youth_Beds_PSH,Dedicated_Chronically_Homeless_Beds_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH,Dedicated_Veteran_Beds_OPH,Dedicated_Youth_Beds_OPH
NJ-515,290,244,244,0.8414,165,125,0,62,170,115,5,13,35,144,144,0.8727,14,142,22,65,95,5,11,7,100,100,0.8,40,105,20,0,2,28,0,0,.,0,0,0,0,0,0,79,79,79,1,18,57,22,0,10,0,445,445,445,1,62,189,256,0,8,20,141,0,0,0,.,0,0,0,0,0,0
NJ-516,298,209,200,0.6711,133,165,0,74,175,123,0,75,0,87,78,0.5865,0,112,63,132,1,0,0,0,122,122,0.7394,11,43,122,0,75,0,0,0,.,0,0,0,0,0,0,190,190,190,1,52,161,29,0,5,0,135,125,95,0.7037,18,43,92,0,43,0,62,0,0,0,.,0,0,0,0,0,0
NM-500,769,684,415,0.5397,384,385,0,83,241,471,57,85,87,299,193,0.5026,466,20,41,121,216,47,15,47,385,222,0.5766,42,120,255,10,70,40,0,0,.,0,0,0,0,0,0,479,278,277,0.5783,144,446,33,0,71,0,1562,1562,700,0.4481,184,534,1027,1,363,1,1007,116,116,96,0.8276,32,116,0,0,0,0
NM-501,882,439,215,0.2438,727,155,0,118,477,361,44,0,52,355,160,0.2201,96,77,78,357,332,38,0,38,84,55,0.3548,40,120,29,6,0,14,0,0,.,0,0,0,0,0,0,363,306,306,0.843,74,245,118,0,91,14,983,977,625,0.6358,235,529,454,0,162,0,414,8,8,8,1,0,0,8,0,0,0
NV-500,1883,1758,1627,0.864,1290,568,25,94,263,1584,36,355,183,1165,1034,0.8016,336,132,85,246,1020,24,57,57,568,568,1,9,17,539,12,298,126,25,25,1,0,0,25,0,0,0,662,662,662,1,147,486,176,0,191,42,2562,2562,1008,0.3934,266,689,1871,2,1680,41,1545,31,31,31,1,0,0,31,0,25,6
NV-501,902,799,612,0.6785,228,484,190,113,206,681,15,102,41,188,120,0.5263,0,266,57,139,74,15,12,16,421,302,0.624,56,67,417,0,90,25,190,190,1,0,0,190,0,0,0,24,24,1,0.0417,8,23,1,0,0,0,568,568,533,0.9384,26,95,473,0,323,5,360,0,0,0,.,0,0,0,0,0,0
NV-502,248,168,151,0.6089,218,30,0,30,136,92,20,0,20,138,121,0.555,0,24,25,106,92,20,0,20,30,30,1,5,30,0,0,0,0,0,0,.,0,0,0,0,0,0,14,14,1,0.0714,3,12,2,0,0,3,188,188,150,0.7979,46,59,129,0,103,0,15,37,37,37,1,0,0,37,0,0,0
NY-500,700,651,464,0.6629,555,133,12,88,272,427,1,62,50,506,324,0.5838,59,0,82,260,294,1,8,28,133,128,0.9624,6,12,121,0,54,22,12,12,1,0,0,12,0,0,0,576,576,576,1,155,511,65,0,0,41,1726,1726,1725,0.9994,252,739,987,0,195,0,234,0,0,0,.,0,0,0,0,0,0
NY-501,147,79,79,0.5374,79,68,0,28,89,58,0,3,0,28,28,0.3544,0,101,11,37,42,0,0,0,51,51,0.75,17,52,16,0,3,0,0,0,.,0,0,0,0,0,0,194,194,175,0.9021,36,123,71,0,19,0,268,268,173,0.6455,27,81,187,0,95,0,45,0,0,0,.,0,0,0,0,0,0
NY-503,456,426,262,0.5746,304,152,0,51,121,326,9,37,58,274,155,0.5099,39,327,32,89,215,0,4,30,152,107,0.7039,19,32,111,9,33,28,0,0,.,0,0,0,0,0,0,207,179,163,0.7874,49,142,65,0,37,0,899,899,865,0.9622,136,368,531,0,163,2,202,0,0,0,.,0,0,0,0,0,0
NY-504,50,42,31,0.62,50,0,0,10,35,15,0,0,0,42,31,0.62,0,4,10,35,15,0,0,0,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,23,23,23,1,0,0,23,0,2,0,61,61,56,0.918,21,42,19,0,5,2,2,0,0,0,.,0,0,0,0,0,0
NY-505,759,690,674,0.888,557,202,0,82,223,521,15,27,44,502,486,0.8725,0,62,59,160,382,15,0,25,188,188,0.9307,23,63,139,0,27,19,0,0,.,0,0,0,0,0,0,623,623,623,1,138,413,209,1,20,73,1161,1161,1161,1,147,401,760,0,156,0,280,123,123,123,1,16,43,80,0,0,0
NY-507,227,210,186,0.8194,178,49,0,19,54,168,5,3,13,161,137,0.7697,16,176,10,29,144,5,3,13,49,49,1,9,25,24,0,0,0,0,0,.,0,0,0,0,0,0,260,260,254,0.9769,67,212,48,0,4,0,464,464,419,0.903,56,176,288,0,10,0,64,0,0,0,.,0,0,0,0,0,0
NY-508,1055,910,811,0.7687,695,344,16,149,428,595,32,71,52,635,574,0.8259,93,0,112,304,366,25,19,25,259,221,0.6424,37,124,213,7,52,27,16,16,1,0,0,16,0,0,0,420,417,417,0.9929,98,298,122,0,6,12,1434,1434,1017,0.7092,70,235,1199,0,447,0,281,26,26,26,1,0,0,26,0,0,0
NY-510,40,31,27,0.675,21,19,0,8,16,24,0,0,15,12,12,0.5714,12,6,6,12,9,0,0,0,19,15,0.7895,2,4,15,0,0,15,0,0,.,0,0,0,0,0,0,25,25,25,1,6,21,4,0,0,0,68,68,68,1,14,34,34,0,0,16,68,34,34,19,0.5588,0,0,34,0,0,0
NY-511,180,142,126,0.7,126,54,0,17,52,128,0,4,11,88,78,0.619,1,7,13,44,82,0,0,0,54,48,0.8889,4,8,46,0,4,11,0,0,.,0,0,0,0,0,0,30,30,10,0.3333,5,10,20,0,0,0,376,376,344,0.9149,39,116,260,0,18,0,41,0,0,0,.,0,0,0,0,0,0
NY-512,150,99,97,0.6467,110,40,0,40,94,56,0,0,0,77,77,0.7,33,5,27,64,46,0,0,0,22,20,0.5,13,30,10,0,0,0,0,0,.,0,0,0,0,0,0,158,119,109,0.6899,49,123,35,0,1,0,622,610,590,0.9486,114,362,260,0,28,24,163,0,0,0,.,0,0,0,0,0,0
NY-513,203,203,203,1.0,64,124,15,72,72,131,0,45,0,64,64,1,0,0,64,64,0,0,0,0,124,124,1,8,8,116,0,30,0,15,15,1,0,0,15,0,15,0,0,0,0,.,0,0,0,0,0,0,60,60,60,1,9,14,46,0,26,0,0,0,0,0,.,0,0,0,0,0,0
NY-514,166,152,152,0.9157,85,81,0,68,123,19,24,0,24,71,71,0.8353,0,6,35,54,19,12,0,12,81,81,1,33,69,0,12,0,12,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,37,37,37,1,7,17,20,0,0,0,0,0,0,0,.,0,0,0,0,0,0
NY-516,196,196,182,0.9286,188,8,0,26,78,118,0,0,63,188,174,0.9255,0,0,26,78,110,0,0,63,8,8,1,0,0,8,0,0,0,0,0,.,0,0,0,0,0,0,10,10,10,1,0,0,10,0,0,0,67,67,62,0.9254,13,35,32,0,0,0,2,0,0,0,.,0,0,0,0,0,0
NY-518,180,128,92,0.5111,128,52,0,38,92,82,6,0,13,100,70,0.5469,0,0,16,44,78,6,0,6,28,22,0.4231,22,48,4,0,0,7,0,0,.,0,0,0,0,0,0,41,41,41,1,8,24,17,0,9,0,474,474,420,0.8861,60,138,336,0,54,0,31,0,0,0,.,0,0,0,0,0,0
NY-519,35,0,0,0.0,25,10,0,10,31,4,0,0,0,0,0,0,0,174,7,22,3,0,0,0,0,0,0,3,9,1,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,53,45,38,0.717,12,31,22,0,6,0,26,0,0,0,.,0,0,0,0,0,0
NY-520,19,19,19,1.0,5,14,0,4,12,7,0,0,0,5,5,1,0,25,2,4,1,0,0,0,14,14,1,2,8,6,0,0,0,0,0,.,0,0,0,0,0,0,2,2,2,1,1,2,0,0,2,0,21,21,21,1,8,14,7,0,0,0,0,0,0,0,.,0,0,0,0,0,0
NY-522,79,62,61,0.7722,17,62,0,5,17,62,0,0,0,0,0,0,0,24,3,13,4,0,0,0,62,61,0.9839,2,4,58,0,0,0,0,0,.,0,0,0,0,0,0,184,184,184,1,32,107,77,0,0,0,336,336,336,1,79,209,127,0,0,0,28,0,0,0,.,0,0,0,0,0,0
NY-523,110,92,85,0.7727,78,32,0,9,23,77,10,28,26,60,57,0.7308,73,76,4,13,55,10,6,16,32,28,0.875,5,10,22,0,22,10,0,0,.,0,0,0,0,0,0,71,34,21,0.2958,15,51,20,0,9,21,236,224,169,0.7161,40,104,132,0,97,0,38,0,0,0,.,0,0,0,0,0,0
NY-600,77624,74381,66209,0.8529,74543,3041,40,14860,47177,30447,0,345,789,71300,64603,0.8667,52,494,14839,47135,27408,0,147,315,3041,1566,0.515,21,42,2999,0,158,474,40,40,1,0,0,40,0,40,0,1380,1380,1380,1,357,865,515,0,894,28,29266,28691,14681,0.5016,1865,5540,23726,0,4927,557,18561,0,0,0,.,0,0,0,0,0,0
NY-601,427,351,350,0.8197,233,194,0,77,192,223,12,3,27,199,198,0.8498,0,4,46,109,112,12,0,17,152,152,0.7835,31,83,111,0,3,10,0,0,.,0,0,0,0,0,0,56,56,56,1,0,0,56,0,0,0,169,169,145,0.858,17,44,125,0,23,3,52,55,55,34,0.6182,6,19,36,0,25,0
NY-602,286,269,238,0.8322,232,54,0,51,124,149,13,0,85,215,184,0.7931,46,129,35,80,139,13,0,55,54,54,1,16,44,10,0,0,30,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,345,334,305,0.8841,68,167,178,0,67,69,298,0,0,0,.,0,0,0,0,0,0
NY-603,2941,2850,2822,0.9595,2757,172,12,653,2220,721,0,114,79,2683,2655,0.963,0,1101,631,2161,596,0,54,58,155,155,0.9012,22,59,113,0,48,21,12,12,1,0,0,12,0,12,0,180,99,99,0.55,55,159,21,0,27,0,2379,2373,2329,0.979,403,1201,1178,0,650,5,1247,0,0,0,.,0,0,0,0,0,0
NY-604,1714,1657,1657,0.9667,1023,691,0,421,1232,466,16,23,46,966,966,0.9443,46,102,216,617,392,14,11,14,691,691,1,205,615,74,2,12,32,0,0,.,0,0,0,0,0,0,498,498,438,0.8795,143,431,67,0,0,0,1405,1405,1137,0.8093,179,457,948,0,312,64,154,410,410,75,0.1829,104,358,52,0,0,0
NY-606,88,73,53,0.6023,38,50,0,13,35,53,0,0,0,23,23,0.6053,54,5,13,35,3,0,0,0,50,30,0.6,0,0,50,0,0,0,0,0,.,0,0,0,0,0,0,8,8,8,1,2,8,0,0,0,0,80,80,80,1,15,46,34,0,6,0,4,0,0,0,.,0,0,0,0,0,0
NY-607,112,112,0,0.0,112,0,0,15,46,66,0,0,27,112,0,0,0,68,15,46,66,0,0,27,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,38,38,38,1,4,14,24,0,0,0,0,0,0,0,.,0,0,0,0,0,0
NY-608,119,102,102,0.8571,89,30,0,9,38,63,18,8,26,72,72,0.809,21,319,9,38,37,14,8,14,30,30,1,0,0,26,4,0,12,0,0,.,0,0,0,0,0,0,8,0,0,0,5,8,0,0,0,0,138,138,138,1,32,87,51,0,0,0,21,20,20,20,1,6,20,0,0,0,0
OH-500,1012,880,880,0.8696,701,296,15,58,258,709,45,169,89,629,629,0.8973,246,69,51,240,433,28,12,64,236,236,0.7973,7,18,261,17,142,25,15,15,1,0,0,15,0,15,0,1258,1221,1221,0.9706,273,902,356,0,92,73,2351,2351,2351,1,238,819,1532,0,261,36,887,26,26,26,1,12,26,0,0,0,0
OH-501,774,682,281,0.363,615,147,12,110,334,426,14,34,14,567,221,0.3593,45,90,80,249,352,14,17,14,103,48,0.3265,30,85,62,0,17,0,12,12,1,0,0,12,0,0,0,594,594,560,0.9428,143,542,52,0,34,0,1240,1240,921,0.7427,160,449,791,0,245,26,106,0,0,0,.,0,0,0,0,0,0
OH-502,1570,1530,1239,0.7892,1417,113,40,102,379,1191,0,137,20,1377,1111,0.7841,0,117,102,379,1038,0,4,20,113,88,0.7788,0,0,113,0,113,0,40,40,1,0,0,40,0,20,0,1116,1116,1116,1,238,818,298,0,182,215,4723,4723,4170,0.8829,618,2198,2525,0,850,198,1912,0,0,0,.,0,0,0,0,0,0
OH-503,1204,1135,1135,0.9427,1098,106,0,145,482,712,10,79,72,1047,1047,0.9536,59,293,125,437,651,10,39,10,88,88,0.8302,20,45,61,0,40,62,0,0,.,0,0,0,0,0,0,734,734,734,1,109,374,360,0,91,0,2708,2708,2651,0.979,182,603,2105,0,507,0,1082,0,0,0,.,0,0,0,0,0,0
OH-504,193,169,169,0.8756,176,17,0,36,118,75,0,0,10,152,152,0.8636,0,0,30,101,75,0,0,10,17,17,1,6,17,0,0,0,0,0,0,.,0,0,0,0,0,0,13,13,13,1,4,11,2,0,0,0,557,557,431,0.7738,121,360,197,0,0,0,140,0,0,0,.,0,0,0,0,0,0
OH-505,535,480,480,0.8972,401,134,0,48,126,401,8,52,98,352,352,0.8778,60,0,39,108,285,8,12,36,128,128,0.9552,9,18,116,0,40,62,0,0,.,0,0,0,0,0,0,272,248,248,0.9118,53,184,88,0,38,11,1432,1432,1213,0.8471,161,492,940,0,219,0,528,0,0,0,.,0,0,0,0,0,0
OH-506,517,381,381,0.7369,285,210,22,49,149,346,22,58,36,217,217,0.7614,0,25,30,89,180,16,6,16,142,142,0.6762,19,60,144,6,30,20,22,22,1,0,0,22,0,22,0,206,111,111,0.5388,53,165,41,0,19,5,617,617,542,0.8784,78,223,394,0,75,12,289,0,0,0,.,0,0,0,0,0,0
OH-507,3204,2427,2010,0.6273,2326,868,10,574,1720,1479,5,114,17,1667,1318,0.5666,63,85,363,1125,1196,5,44,5,750,682,0.7857,211,595,273,0,70,12,10,10,1,0,0,10,0,0,0,1050,1045,1045,0.9952,268,795,255,0,111,18,3701,3701,2968,0.8019,608,1727,1974,0,742,15,2866,20,20,20,1,0,0,20,0,20,0
OH-508,260,180,180,0.6923,246,14,0,66,174,86,0,0,0,180,180,0.7317,0,19,62,162,84,0,0,0,0,0,0,4,12,2,0,0,0,0,0,.,0,0,0,0,0,0,109,109,109,1,22,81,28,0,0,0,566,566,491,0.8675,56,157,409,0,82,0,252,0,0,0,.,0,0,0,0,0,0
OK-500,208,114,70,0.3365,143,65,0,36,118,86,4,0,8,79,35,0.2448,0,0,24,76,63,4,0,4,35,35,0.5385,12,42,23,0,0,4,0,0,.,0,0,0,0,0,0,79,17,17,0.2152,17,59,20,0,9,4,23,23,23,1,4,12,11,0,15,0,10,0,0,0,.,0,0,0,0,0,0
OK-501,727,593,548,0.7538,479,223,25,88,241,482,4,35,52,374,374,0.7808,0,72,66,171,304,4,0,4,194,149,0.6682,22,70,153,0,35,48,25,25,1,0,0,25,0,0,0,73,73,73,1,9,35,38,0,38,7,580,580,305,0.5259,16,72,508,0,302,2,224,0,0,0,.,0,0,0,0,0,0
OK-502,1129,1058,903,0.7998,959,170,0,101,314,815,0,71,34,888,806,0.8405,0,0,69,227,732,0,14,23,170,97,0.5706,32,87,83,0,57,11,0,0,.,0,0,0,0,0,0,172,172,105,0.6105,28,104,68,0,47,0,924,924,642,0.6948,42,144,780,0,306,0,417,0,0,0,.,0,0,0,0,0,0
OK-503,87,41,11,0.1264,81,6,0,6,38,49,0,9,20,35,5,0.0617,0,0,4,34,47,0,9,14,6,6,1,2,4,2,0,0,6,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,59,59,49,0.8305,26,39,20,0,6,18,24,4,0,0,0,2,3,1,0,1,0
OK-504,119,100,84,0.7059,53,66,0,16,40,76,3,28,3,34,34,0.6415,45,4,5,16,34,3,28,3,66,50,0.7576,11,24,42,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,104,104,104,1,15,50,54,0,0,28,0,0,0,0,.,0,0,0,0,0,0
OK-505,392,287,173,0.4413,339,53,0,52,155,211,26,0,26,234,128,0.3776,0,0,49,147,166,26,0,26,53,45,0.8491,3,8,45,0,0,0,0,0,.,0,0,0,0,0,0,12,9,9,0.75,2,6,6,0,8,0,90,74,39,0.4333,6,20,70,0,35,0,55,10,10,0,0,1,3,7,0,0,0
OK-506,304,215,118,0.3882,232,72,0,17,201,93,10,0,98,143,76,0.3276,0,12,7,163,59,10,0,78,72,42,0.5833,10,38,34,0,0,20,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,8,8,8,1,0,0,8,0,0,0,0,0,0,0,.,0,0,0,0,0,0
OK-507,373,226,47,0.126,360,13,0,37,127,181,65,8,65,213,47,0.1306,0,11,35,114,181,65,8,65,13,0,0,2,13,0,0,0,0,0,0,.,0,0,0,0,0,0,177,177,177,1,26,96,81,0,88,0,129,129,34,0.2636,21,71,58,0,95,0,23,0,0,0,.,0,0,0,0,0,0
OR-500,506,477,476,0.9407,410,96,0,41,126,368,12,26,22,381,380,0.9268,64,0,20,63,335,12,4,12,96,96,1,21,63,33,0,22,10,0,0,.,0,0,0,0,0,0,216,210,210,0.9722,46,153,63,0,31,8,594,594,594,1,54,175,419,0,299,0,188,0,0,0,.,0,0,0,0,0,0
OR-501,2329,2212,1891,0.8119,1742,587,0,162,486,1837,6,139,139,1625,1304,0.7486,147,34,146,444,1296,2,29,70,587,587,1,16,42,541,4,110,69,0,0,.,0,0,0,0,0,0,1883,1593,1593,0.846,475,1524,359,0,56,44,4807,4745,3854,0.8017,567,1867,2940,0,822,51,1769,0,0,0,.,0,0,0,0,0,0
OR-502,348,317,165,0.4741,171,177,0,45,114,230,4,59,40,140,26,0.152,93,0,26,67,100,4,10,16,177,139,0.7853,19,47,130,0,49,24,0,0,.,0,0,0,0,0,0,87,87,87,1,10,33,54,0,72,0,446,446,133,0.2982,192,254,192,0,313,0,104,0,0,0,.,0,0,0,0,0,0
OR-503,304,280,197,0.648,253,51,0,19,68,203,33,11,52,229,176,0.6957,82,5,17,64,162,27,5,37,51,21,0.4118,2,4,41,6,6,15,0,0,.,0,0,0,0,0,0,117,117,117,1,35,117,0,0,0,0,142,142,19,0.1338,13,33,109,0,123,0,142,0,0,0,.,0,0,0,0,0,0
OR-505,2660,2318,477,0.1793,1495,1165,0,400,1067,1517,76,0,140,1312,269,0.1799,114,0,200,501,938,56,0,90,1006,208,0.1785,200,566,579,20,0,50,0,0,.,0,0,0,0,0,0,1015,1015,972,0.9576,187,659,354,2,311,2,661,661,291,0.4402,154,401,260,0,233,0,96,190,190,167,0.8789,25,78,112,0,0,0
OR-506,227,195,195,0.859,97,120,10,40,132,93,2,86,16,73,73,0.7526,4,0,23,89,6,2,0,5,112,112,0.9333,17,43,77,0,86,11,10,10,1,0,0,10,0,0,0,159,159,159,1,41,150,9,0,34,0,457,457,457,1,39,141,316,0,199,0,168,0,0,0,.,0,0,0,0,0,0
OR-507,45,39,39,0.8667,6,39,0,13,31,14,0,0,27,6,6,1,0,65,2,6,0,0,0,0,33,33,0.8462,11,25,14,0,0,27,0,0,.,0,0,0,0,0,0,144,144,144,1,40,131,13,0,27,0,319,312,312,0.9781,46,136,183,0,108,4,95,0,0,0,.,0,0,0,0,0,0
PA-500,4928,4646,3826,0.7764,3429,1244,255,778,2353,2534,41,155,334,3229,2538,0.7402,313,25,478,1503,1885,41,25,123,1162,1053,0.8465,300,850,394,0,98,187,255,235,0.9216,0,0,255,0,32,24,1176,1145,996,0.8469,284,936,240,0,162,35,4926,4926,3522,0.715,698,2356,2570,0,1132,46,1520,0,0,0,.,0,0,0,0,0,0
PA-501,410,391,263,0.6415,205,180,25,80,224,186,0,27,4,189,85,0.4146,77,3,29,89,116,0,11,1,177,153,0.85,51,135,45,0,16,3,25,25,1,0,0,25,0,0,0,121,105,105,0.8678,20,73,48,0,15,0,218,218,123,0.5642,29,80,138,0,100,0,37,28,28,28,1,1,3,25,0,8,0
PA-502,404,390,356,0.8812,315,89,0,77,207,197,0,0,2,301,267,0.8476,0,23,47,151,164,0,0,2,89,89,1,30,56,33,0,0,0,0,0,.,0,0,0,0,0,0,189,189,189,1,42,138,51,0,18,0,410,410,410,1,55,155,255,0,95,5,73,2,2,2,1,0,0,2,0,0,0
PA-503,225,165,165,0.7333,107,118,0,31,91,130,4,14,12,83,83,0.7757,0,45,13,26,77,4,0,4,82,82,0.6949,18,65,53,0,14,8,0,0,.,0,0,0,0,0,0,116,116,116,1,32,80,36,0,8,28,275,275,238,0.8655,57,161,114,0,67,0,41,0,0,0,.,0,0,0,0,0,0
PA-504,273,234,221,0.8095,198,75,0,50,192,81,0,0,0,174,161,0.8131,35,47,37,133,65,0,0,0,60,60,0.8,13,59,16,0,0,0,0,0,.,0,0,0,0,0,0,368,368,368,1,79,276,92,0,2,28,228,222,222,0.9737,25,84,144,0,0,0,123,0,0,0,.,0,0,0,0,0,0
PA-505,586,504,444,0.7577,189,397,0,72,219,367,0,227,0,175,143,0.7566,33,34,30,88,101,0,10,0,329,301,0.7582,42,131,266,0,217,0,0,0,.,0,0,0,0,0,0,117,117,52,0.4444,27,97,20,0,15,0,251,251,247,0.9841,18,59,192,0,0,0,4,39,39,13,0.3333,0,0,39,0,0,0
PA-506,506,440,430,0.8498,236,270,0,66,186,320,0,18,1,186,176,0.7458,80,0,22,85,151,0,13,0,254,254,0.9407,44,101,169,0,5,1,0,0,.,0,0,0,0,0,0,60,60,60,1,9,39,21,0,51,0,341,341,291,0.8534,56,182,159,0,50,7,85,0,0,0,.,0,0,0,0,0,0
PA-508,143,128,128,0.8951,56,76,11,20,67,76,0,30,8,50,50,0.8929,39,0,7,26,30,0,0,0,67,67,0.8816,13,41,35,0,23,8,11,11,1,0,0,11,0,7,0,93,53,53,0.5699,24,82,11,0,13,0,219,219,164,0.7489,42,116,103,0,63,4,164,0,0,0,.,0,0,0,0,0,0
PA-509,2035,1606,1015,0.4988,1279,756,0,370,1202,805,28,58,104,929,609,0.4762,207,22,214,744,508,27,7,27,677,406,0.537,156,458,297,1,51,77,0,0,.,0,0,0,0,0,0,583,560,560,0.9605,123,420,162,1,93,1,1370,1370,942,0.6876,193,617,753,0,442,0,835,101,101,55,0.5446,15,41,60,0,4,0
PA-510,368,309,308,0.837,224,144,0,53,188,180,0,22,0,186,186,0.8304,70,0,43,154,70,0,0,0,123,122,0.8472,10,34,110,0,22,0,0,0,.,0,0,0,0,0,0,396,396,394,0.9949,96,330,66,0,0,0,137,137,137,1,12,43,94,0,4,8,24,0,0,0,.,0,0,0,0,0,0
PA-511,363,343,334,0.9201,98,265,0,84,290,70,3,0,3,82,78,0.7959,77,0,9,72,23,3,0,3,261,256,0.966,75,218,47,0,0,0,0,0,.,0,0,0,0,0,0,94,94,94,1,22,67,27,0,5,13,123,123,107,0.8699,13,35,88,0,16,0,4,0,0,0,.,0,0,0,0,0,0
PA-512,388,295,279,0.7191,215,173,0,55,210,167,11,0,22,179,163,0.7581,0,45,25,107,97,11,0,22,116,116,0.6705,30,103,70,0,0,0,0,0,.,0,0,0,0,0,0,133,133,133,1,35,125,8,0,17,0,218,218,183,0.8394,12,42,176,0,35,0,168,6,6,6,1,1,4,2,0,6,0
PA-600,701,622,622,0.8873,509,186,6,106,320,381,0,77,26,430,430,0.8448,126,9,99,286,223,0,22,18,186,186,1,7,34,152,0,49,8,6,6,1,0,0,6,0,6,0,710,670,639,0.9,171,498,212,0,48,60,2334,2334,1849,0.7922,472,1419,915,0,580,6,1226,98,98,40,0.4082,0,0,98,0,0,0
PA-601,1048,761,422,0.4027,688,345,15,136,439,609,0,116,7,469,165,0.2398,41,32,78,266,422,0,47,0,277,242,0.7014,58,173,172,0,69,7,15,15,1,0,0,15,0,0,0,480,480,480,1,84,260,220,0,149,1,1231,1146,922,0.749,174,499,732,0,223,11,845,11,11,0,0,0,0,11,0,11,0
PA-603,139,107,107,0.7698,101,38,0,29,90,49,0,3,2,79,79,0.7822,0,0,21,67,34,0,2,1,28,28,0.7368,8,23,15,0,1,1,0,0,.,0,0,0,0,0,0,18,18,18,1,2,10,8,0,18,0,153,153,153,1,35,97,56,0,7,5,95,0,0,0,.,0,0,0,0,0,0
PA-605,392,309,304,0.7755,247,145,0,46,178,214,0,15,12,192,187,0.7571,65,0,24,112,135,0,5,0,117,117,0.8069,22,66,79,0,10,12,0,0,.,0,0,0,0,0,0,170,170,170,1,38,148,22,0,5,0,461,461,357,0.7744,88,307,154,0,104,0,196,90,90,90,1,0,0,90,0,0,0
PR-502,613,457,457,0.7455,200,401,12,48,148,465,0,6,9,148,148,0.74,0,0,13,41,159,0,0,1,297,297,0.7406,35,107,294,0,6,8,12,12,1,0,0,12,0,0,0,101,79,74,0.7327,15,42,59,0,0,7,1305,1279,1279,0.9801,121,345,960,0,234,14,800,255,255,255,1,0,0,255,0,0,0
PR-503,342,315,310,0.9064,255,77,10,3,4,320,18,29,18,255,253,0.9922,0,5,1,1,236,18,10,18,50,47,0.6104,2,3,74,0,19,0,10,10,1,0,0,10,0,0,0,112,58,58,0.5179,22,68,44,0,3,0,626,543,536,0.8562,54,172,454,0,38,0,253,0,0,0,.,0,0,0,0,0,0
