CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Dedicated_Veteran_Beds_ES_TH_SH,Dedicated_Youth_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Dedicated_Veteran_Beds_ES,Dedicated_Youth_Beds_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Dedicated_Veteran_Beds_TH,Dedicated_Youth_Beds_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Dedicated_Veteran_Beds_SH,Dedicated_Youth_Beds_SH,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Dedicated_Veteran_Beds_RRH,Dedicated_Youth_Beds_RRH,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Dedicated_Veteran_Beds_PSH,Dedicated_Youth_Beds_PSH,Dedicated_Chronically_Homeless_Beds_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH,Dedicated_Veteran_Beds_OPH,Dedicated_Youth_Beds_OPH
CO-504,1330,1261,889,0.6684,807,523,0,121,535,793,2,78,56,807,793,0.9827,0,140,30,193,612,2,26,12,454,96,0.1836,91,342,181,0,52,44,0,0,,0,0,0,0,0,0,207,178,178,0.8599,38,115,92,0,55,33,534,534,534,1.0,55,168,366,0,338,41,224,291,291,80,0.2749,32,90,201,0,40,0
CO-505,509,423,283,0.556,416,93,0,81,233,276,0,37,6,330,244,0.5865,124,11,61,166,250,0,37,4,93,39,0.4194,20,67,26,0,0,2,0,0,,0,0,0,0,0,0,270,199,199,0.737,48,162,108,0,39,0,458,451,190,0.4148,45,135,323,0,210,5,93,29,29,29,1.0,0,0,29,0,0,0
CT-503,574,512,466,0.8118,452,122,0,79,211,355,8,52,16,390,344,0.7611,90,24,70,175,269,8,0,8,122,122,1.0,9,36,86,0,52,8,0,0,,0,0,0,0,0,0,377,263,263,0.6976,59,199,178,0,22,42,2024,2010,1908,0.9427,256,734,1290,0,145,7,2002,0,0,0,,0,0,0,0,0,0
CT-505,1850,1513,1484,0.8022,1533,297,20,255,819,1027,4,105,118,1270,1269,0.8278,422,255,205,697,832,4,11,21,223,195,0.6566,50,122,175,0,74,97,20,20,1.0,0,0,20,0,20,0,1323,1018,1017,0.7687,237,710,613,0,50,167,5405,5332,4299,0.7954,586,1608,3797,0,1098,60,0,0,0,0,,0,0,0,0,0,0
DC-500,6598,6125,5829,0.8834,4795,1783,20,602,1959,4620,19,151,695,4723,4597,0.9587,350,14,347,1249,3527,19,0,117,1382,1212,0.6798,255,710,1073,0,131,578,20,20,1.0,0,0,20,0,20,0,7193,7132,7118,0.9896,2422,6804,389,0,96,339,14467,14336,12743,0.8808,2082,6497,7970,0,1738,164,12888,6498,6447,5199,0.8001,1576,4757,1741,0,51,0
DE-500,1426,1356,1034,0.7251,985,441,0,272,805,619,2,71,16,915,721,0.732,290,1056,175,560,423,2,17,2,441,313,0.7098,97,245,196,0,54,14,0,0,,0,0,0,0,0,0,300,283,283,0.9433,75,242,58,0,10,0,628,628,420,0.6688,38,84,544,0,208,0,420,45,45,45,1.0,4,4,41,0,8,8
FL-500,895,822,798,0.8916,537,358,0,85,315,539,41,30,50,464,464,0.8641,0,224,27,130,375,32,10,32,358,334,0.933,58,185,164,9,20,18,0,0,,0,0,0,0,0,0,144,144,144,1.0,13,44,100,0,32,2,378,378,378,1.0,34,164,214,0,242,0,273,252,252,252,1.0,0,0,252,0,0,0
FL-501,910,782,733,0.8055,842,68,0,140,429,481,0,97,0,714,676,0.8029,47,21,138,423,419,0,63,0,68,57,0.8382,2,6,62,0,34,0,0,0,,0,0,0,0,0,0,1106,1031,1031,0.9322,250,815,291,0,94,21,1474,1474,1471,0.998,141,429,1045,0,1020,0,308,291,291,161,0.5533,17,62,229,0,0,0
FL-502,1772,1614,1573,0.8877,1311,391,70,147,503,1228,41,151,49,1175,1175,0.8963,0,68,107,395,892,24,23,24,369,328,0.8389,40,108,266,17,83,25,70,70,1.0,0,0,70,0,45,0,636,404,404,0.6352,160,514,122,0,64,0,1615,1615,1615,1.0,95,356,1259,0,935,0,1443,236,236,20,0.0847,0,0,236,0,20,0
FL-503,625,625,450,0.72,267,358,0,90,369,254,2,0,2,267,231,0.8652,0,0,35,150,115,2,0,2,358,219,0.6117,55,219,139,0,0,0,0,0,,0,0,0,0,0,0,212,212,212,1.0,39,151,61,0,56,7,203,203,203,1.0,22,80,123,0,117,0,172,109,109,109,1.0,23,79,30,0,0,0
FL-504,600,505,491,0.8183,328,252,20,92,353,247,0,20,82,236,236,0.7195,0,13,51,192,136,0,0,42,249,235,0.9325,41,161,91,0,0,40,20,20,1.0,0,0,20,0,20,0,351,328,351,1.0,75,232,119,0,0,132,428,428,102,0.2383,48,153,275,0,327,57,99,39,39,39,1.0,7,22,17,0,0,12
FL-505,178,162,162,0.9101,178,0,0,21,65,113,0,0,0,162,162,0.9101,0,0,21,65,113,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,42,42,42,1.0,4,17,25,0,7,0,149,149,149,1.0,1,6,143,0,115,0,0,0,0,0,,0,0,0,0,0,0
FL-506,543,468,468,0.8619,452,91,0,74,227,300,16,52,16,404,404,0.8938,0,133,60,188,248,16,0,16,64,64,0.7033,14,39,52,0,52,0,0,0,,0,0,0,0,0,0,132,127,127,0.9621,20,75,57,0,47,4,465,465,213,0.4581,12,36,429,0,304,0,465,101,101,0,0.0,32,86,15,0,0,0
FL-507,2315,2043,1632,0.705,1642,673,0,379,1214,1101,0,104,67,1421,1354,0.8246,0,20,283,896,746,0,18,27,622,278,0.4131,96,318,355,0,86,40,0,0,,0,0,0,0,0,0,1011,1011,1011,1.0,232,829,182,0,62,32,1575,1575,1450,0.9206,42,141,1434,0,713,0,1410,674,674,402,0.5964,272,272,402,0,0,0
FL-508,429,330,330,0.7692,326,103,0,52,134,267,28,100,28,227,227,0.6963,0,112,44,110,188,28,26,28,103,103,1.0,8,24,79,0,74,0,0,0,,0,0,0,0,0,0,241,200,186,0.7718,48,149,92,0,45,0,1008,1008,1008,1.0,58,224,784,0,904,0,388,0,0,0,,0,0,0,0,0,0
FL-509,167,136,136,0.8144,101,66,0,30,119,38,10,1,18,70,70,0.6931,0,0,21,83,8,10,0,10,66,66,1.0,9,36,30,0,1,8,0,0,,0,0,0,0,0,0,130,130,130,1.0,24,77,53,0,24,0,362,362,362,1.0,37,121,241,0,156,0,211,250,250,56,0.224,73,183,67,0,0,0
FL-510,1348,1161,772,0.5727,858,490,0,99,331,999,18,97,57,671,487,0.5676,0,53,83,259,581,18,50,27,490,285,0.5816,16,72,418,0,47,30,0,0,,0,0,0,0,0,0,181,172,160,0.884,61,82,99,0,38,3,803,803,375,0.467,39,70,733,0,428,0,760,251,251,183,0.7291,89,182,69,0,0,0
FL-511,596,551,369,0.6191,366,230,0,65,196,400,0,41,8,321,266,0.7268,0,6,65,196,170,0,0,0,230,103,0.4478,0,0,230,0,41,8,0,0,,0,0,0,0,0,0,197,197,197,1.0,45,141,56,0,26,0,243,243,243,1.0,3,10,233,0,203,0,28,54,54,35,0.6481,39,54,0,0,0,0
FL-512,187,117,117,0.6257,126,61,0,34,109,78,0,0,26,72,72,0.5714,0,2,15,59,67,0,0,16,45,45,0.7377,19,50,11,0,0,10,0,0,,0,0,0,0,0,0,27,27,27,1.0,6,6,21,0,0,0,0,0,0,,0,0,0,0,0,0,0,65,65,65,1.0,12,44,21,0,3,0
FL-513,615,615,615,1.0,221,373,21,68,234,361,20,184,37,221,221,1.0,0,0,17,42,159,20,24,34,373,373,1.0,51,192,181,0,139,3,21,21,1.0,0,0,21,0,21,0,920,920,920,1.0,186,635,283,2,178,36,207,207,207,1.0,45,128,79,0,68,9,30,236,236,99,0.4195,55,192,44,0,59,74
FL-514,380,353,335,0.8816,180,200,0,52,197,171,12,50,12,153,153,0.85,40,13,22,79,89,12,0,12,200,182,0.91,30,118,82,0,50,0,0,0,,0,0,0,0,0,0,107,107,107,1.0,28,96,11,0,2,0,215,215,28,0.1302,54,119,96,0,187,0,28,0,0,0,,0,0,0,0,0,0
FL-515,68,68,68,1.0,34,34,0,8,25,33,10,0,38,34,34,1.0,0,0,5,19,5,10,0,23,34,34,1.0,3,6,28,0,0,15,0,0,,0,0,0,0,0,0,33,33,33,1.0,8,22,11,0,0,13,60,60,0,0.0,0,0,60,0,60,0,60,0,0,0,,0,0,0,0,0,0
FL-517,41,22,22,0.5366,25,16,0,10,29,12,0,0,0,6,6,0.24,0,0,8,23,2,0,0,0,16,16,1.0,2,6,10,0,0,0,0,0,,0,0,0,0,0,0,14,14,14,1.0,9,14,0,0,0,0,64,64,0,0.0,0,0,64,0,55,0,59,0,0,0,,0,0,0,0,0,0
FL-518,109,39,39,0.3578,82,27,0,16,57,40,12,27,12,12,12,0.1463,0,12,16,57,13,12,0,12,27,27,1.0,0,0,27,0,27,0,0,0,,0,0,0,0,0,0,167,167,167,1.0,32,101,66,0,29,67,105,105,11,0.1048,4,12,93,0,99,0,6,0,0,0,,0,0,0,0,0,0
FL-519,355,315,315,0.8873,137,218,0,40,171,158,26,30,26,97,97,0.708,0,29,17,76,35,26,0,26,218,218,1.0,23,95,123,0,30,0,0,0,,0,0,0,0,0,0,273,273,273,1.0,35,112,161,0,62,0,431,431,113,0.2622,50,189,242,0,318,0,0,516,516,5,0.0097,105,286,230,0,5,0
FL-520,341,272,218,0.6393,101,240,0,49,159,180,2,12,24,32,20,0.198,14,111,13,58,41,2,12,2,240,198,0.825,36,101,139,0,0,22,0,0,,0,0,0,0,0,0,107,107,107,1.0,15,54,53,0,24,0,135,135,135,1.0,7,24,111,0,135,0,27,64,64,64,1.0,8,35,29,0,0,0
FL-600,2822,2460,2460,0.8717,2232,570,20,360,1283,1529,10,115,60,2062,2062,0.9238,0,83,299,1091,1131,10,0,60,378,378,0.6632,61,192,378,0,95,0,20,20,1.0,0,0,20,0,20,0,1438,977,977,0.6794,283,812,626,0,33,28,4458,4458,3703,0.8306,437,1609,2849,0,898,0,3447,296,296,296,1.0,32,115,181,0,145,0
FL-601,1310,1171,1051,0.8023,912,363,35,167,539,764,7,45,21,773,766,0.8399,0,21,92,337,568,7,0,7,363,250,0.6887,75,202,161,0,45,14,35,35,1.0,0,0,35,0,0,0,235,235,235,1.0,74,203,32,0,0,0,1030,1030,933,0.9058,69,179,851,0,16,0,540,2,2,2,1.0,0,0,2,0,2,0
FL-602,115,100,100,0.8696,91,24,0,10,31,84,0,36,13,76,76,0.8352,0,0,10,31,60,0,12,13,24,24,1.0,0,0,24,0,24,0,0,0,,0,0,0,0,0,0,193,193,193,1.0,74,84,109,0,17,18,83,83,83,1.0,19,19,64,0,73,0,0,21,21,21,1.0,6,15,6,0,0,9
FL-603,254,159,112,0.4409,254,0,0,105,147,85,22,0,22,159,112,0.4409,0,0,105,147,85,22,0,22,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,540,540,540,1.0,90,329,211,0,30,0,317,317,68,0.2145,249,249,68,0,249,0,0,22,22,0,0.0,22,22,0,0,0,0
FL-604,383,368,334,0.8721,244,139,0,18,78,286,19,15,19,229,210,0.8607,0,0,7,37,188,19,0,19,139,124,0.8921,11,41,98,0,15,0,0,0,,0,0,0,0,0,0,4,4,4,1.0,0,0,4,0,0,0,184,184,179,0.9728,11,47,137,0,0,3,44,20,20,20,1.0,4,12,8,0,0,0
FL-605,714,585,585,0.8193,552,162,0,85,345,369,0,40,71,455,455,0.8243,0,6,77,313,239,0,17,20,130,130,0.8025,8,32,130,0,23,51,0,0,,0,0,0,0,0,0,420,378,378,0.9,104,340,80,0,75,93,1236,1236,1236,1.0,98,405,831,0,644,68,509,152,152,152,1.0,32,152,0,0,0,0
FL-606,321,177,177,0.5514,162,159,0,71,172,142,7,4,7,42,42,0.2593,0,0,51,131,31,0,0,0,135,135,0.8491,20,41,111,7,4,7,0,0,,0,0,0,0,0,0,200,200,200,1.0,38,77,123,0,21,0,94,94,94,1.0,0,0,94,0,43,0,18,3,3,3,1.0,0,0,3,0,3,0
GA-500,2143,2107,2004,0.9351,1218,925,0,238,462,1663,18,198,109,1182,1119,0.9187,223,16,181,318,882,18,29,68,925,885,0.9568,57,144,781,0,169,41,0,0,,0,0,0,0,0,0,1024,1001,1001,0.9775,158,467,557,0,122,89,2050,2050,2050,1.0,235,539,1511,0,428,53,1764,316,316,316,1.0,36,109,207,0,0,0
GA-501,2966,1744,1384,0.4666,1973,993,0,502,1824,1117,25,23,83,1212,1027,0.5205,0,0,284,1022,931,20,3,59,532,357,0.3595,218,802,186,5,20,24,0,0,,0,0,0,0,0,0,1190,985,985,0.8277,296,859,331,0,247,54,2552,2523,2421,0.9487,447,936,1616,0,497,0,506,480,480,10,0.0208,180,181,299,0,10,0
GA-502,200,179,179,0.895,107,93,0,46,148,52,0,32,8,86,86,0.8037,0,0,24,84,23,0,12,0,93,93,1.0,22,64,29,0,20,8,0,0,,0,0,0,0,0,0,117,117,117,1.0,13,46,71,0,0,0,455,437,206,0.4527,115,261,194,0,231,16,378,0,0,0,,0,0,0,0,0,0
GA-503,285,258,153,0.5368,199,86,0,30,114,171,0,0,5,177,128,0.6432,0,0,21,84,115,0,0,5,81,25,0.2907,9,30,56,0,0,0,0,0,,0,0,0,0,0,0,159,147,147,0.9245,43,108,51,0,0,0,191,191,81,0.4241,21,78,113,0,110,0,63,0,0,0,,0,0,0,0,0,0
GA-504,300,288,243,0.81,292,8,0,35,147,153,0,0,0,280,235,0.8048,0,20,32,139,153,0,0,0,8,8,1.0,3,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,184,184,25,0.1359,159,159,25,0,159,0,159,0,0,0,,0,0,0,0,0,0
GA-505,309,252,160,0.5178,259,50,0,44,172,137,0,0,3,202,110,0.4247,25,0,40,156,103,0,0,3,50,50,1.0,4,16,34,0,0,0,0,0,,0,0,0,0,0,0,286,205,205,0.7168,40,143,143,0,0,7,222,222,162,0.7297,19,30,192,0,66,0,162,57,57,57,1.0,0,0,57,0,0,0
GA-506,300,212,194,0.6467,169,131,0,46,164,136,0,0,0,132,123,0.7278,0,1,29,106,63,0,0,0,80,71,0.542,17,58,73,0,0,0,0,0,,0,0,0,0,0,0,80,53,53,0.6625,22,72,8,0,2,0,475,475,475,1.0,41,185,290,0,390,0,56,0,0,0,,0,0,0,0,0,0
GA-507,583,519,221,0.3791,271,312,0,60,223,352,8,0,8,223,153,0.5646,0,0,32,148,115,8,0,8,296,68,0.2179,28,75,237,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,761,761,590,0.7753,242,534,227,0,168,0,139,0,0,0,,0,0,0,0,0,0
GA-508,216,141,141,0.6528,153,63,0,44,163,53,0,0,0,103,103,0.6732,6,207,31,130,23,0,0,0,38,38,0.6032,13,33,30,0,0,0,0,0,,0,0,0,0,0,0,120,84,84,0.7,42,114,6,0,5,30,1401,1401,1227,0.8758,146,450,951,0,826,0,275,0,0,0,,0,0,0,0,0,0
GU-500,150,101,96,0.64,132,18,0,21,50,80,20,5,28,91,86,0.6515,0,61,17,44,70,18,5,18,10,10,0.5556,4,6,10,2,0,10,0,0,,0,0,0,0,0,0,186,177,177,0.9516,35,149,37,0,27,9,197,197,197,1.0,25,95,102,0,122,0,133,315,315,3,0.0095,55,269,46,0,0,0
HI-500,766,717,705,0.9204,628,138,0,168,495,271,0,15,4,583,571,0.9092,0,0,134,391,237,0,15,0,134,134,0.971,34,104,34,0,0,4,0,0,,0,0,0,0,0,0,238,238,238,1.0,49,168,70,0,12,0,601,601,355,0.5907,39,123,478,0,246,0,320,458,458,458,1.0,122,366,92,0,0,0
HI-501,2357,2216,2205,0.9355,1500,809,48,417,1338,1019,0,201,55,1410,1399,0.9327,0,2,264,740,760,0,93,41,758,758,0.937,153,598,211,0,60,14,48,48,1.0,0,0,48,0,48,0,1374,1313,1313,0.9556,261,849,525,0,177,14,2052,2052,1268,0.6179,552,766,1278,8,826,21,769,261,261,79,0.3027,158,160,101,0,0,0
IA-500,234,193,71,0.3034,158,76,0,35,112,122,0,0,0,122,0,0.0,116,4,16,48,110,0,0,0,71,71,0.9342,19,64,12,0,0,0,0,0,,0,0,0,0,0,0,95,53,53,0.5579,14,54,41,0,5,0,52,52,52,1.0,3,6,46,0,30,0,52,0,0,0,,0,0,0,0,0,0
IA-501,1610,1306,1022,0.6348,1097,500,13,241,692,910,8,40,41,891,744,0.6782,203,84,145,428,662,7,0,10,402,265,0.53,96,264,235,1,27,31,13,13,1.0,0,0,13,0,13,0,914,514,514,0.5624,169,541,373,0,48,11,540,520,485,0.8981,17,49,491,0,265,0,418,421,410,18,0.0428,230,383,38,0,5,0
IA-502,610,564,564,0.9246,407,188,15,51,152,458,0,20,29,363,363,0.8919,20,29,29,108,299,0,5,9,186,186,0.9894,22,44,144,0,0,20,15,15,1.0,0,0,15,0,15,0,331,310,310,0.9366,55,181,150,0,18,63,502,502,502,1.0,134,144,358,0,165,14,490,205,205,205,1.0,31,128,77,0,12,0
ID-500,794,676,676,0.8514,640,154,0,59,193,597,4,73,4,581,581,0.9078,0,62,43,136,500,4,10,4,95,95,0.6169,16,57,97,0,63,0,0,0,,0,0,0,0,0,0,140,95,140,1.0,41,136,4,0,7,0,362,362,362,1.0,24,81,281,0,183,0,48,0,0,0,,0,0,0,0,0,0
ID-501,1047,762,476,0.4546,730,317,0,200,713,312,22,8,22,511,453,0.6205,0,2,134,468,240,22,8,22,251,23,0.0726,66,245,72,0,0,0,0,0,,0,0,0,0,0,0,398,322,310,0.7789,71,268,130,0,31,1,568,568,539,0.9489,72,275,293,0,342,0,125,215,215,215,1.0,46,157,58,0,0,0
IL-500,119,98,98,0.8235,57,62,0,17,48,71,0,21,4,36,36,0.6316,0,0,6,12,45,0,0,4,62,62,1.0,11,36,26,0,21,0,0,0,,0,0,0,0,0,0,41,41,0,0.0,4,11,30,0,30,0,31,31,31,1.0,0,0,30,1,0,1,9,72,72,72,1.0,25,71,1,0,0,0
IL-501,448,330,330,0.7366,303,145,0,66,194,254,0,14,8,238,238,0.7855,0,0,27,95,208,0,0,6,92,92,0.6345,39,99,46,0,14,2,0,0,,0,0,0,0,0,0,187,187,187,1.0,41,151,36,0,0,11,486,486,486,1.0,48,167,319,0,111,0,30,59,59,59,1.0,14,53,6,0,0,0
IL-502,411,377,387,0.9416,323,88,0,114,255,156,0,0,0,301,311,0.9628,20,6,97,195,128,0,0,0,76,76,0.8636,17,60,28,0,0,0,0,0,,0,0,0,0,0,0,191,101,101,0.5288,62,164,27,0,10,0,495,495,495,1.0,40,228,267,0,307,0,172,298,197,0,0.0,77,187,111,0,0,0
IL-503,186,127,54,0.2903,130,56,0,28,66,116,4,0,15,110,41,0.3154,35,14,17,45,81,4,0,11,17,13,0.2321,11,21,35,0,0,4,0,0,,0,0,0,0,0,0,6,6,6,1.0,0,0,6,0,2,0,103,103,72,0.699,15,33,70,0,31,0,14,0,0,0,,0,0,0,0,0,0
IL-504,66,51,31,0.4697,46,20,0,20,41,25,0,0,1,31,31,0.6739,0,16,13,21,25,0,0,1,20,0,0.0,7,20,0,0,0,0,0,0,,0,0,0,0,0,0,42,42,42,1.0,12,34,8,0,3,0,149,149,149,1.0,20,63,86,0,0,0,48,0,0,0,,0,0,0,0,0,0
IL-506,335,253,247,0.7373,164,163,8,49,182,147,6,9,10,145,145,0.8841,0,26,15,65,99,0,1,4,100,94,0.5767,34,117,40,6,0,6,8,8,1.0,0,0,8,0,8,0,136,73,136,1.0,26,81,55,0,1,8,323,323,323,1.0,27,78,245,0,39,0,255,60,60,60,1.0,14,42,18,0,3,0
IL-507,460,413,256,0.5565,419,37,4,35,168,292,0,20,3,372,243,0.58,0,0,35,168,251,0,10,0,37,9,0.2432,0,0,37,0,6,3,4,4,1.0,0,0,4,0,4,0,66,54,46,0.697,5,16,50,0,8,0,334,311,311,0.9311,41,140,194,0,65,0,84,0,0,0,,0,0,0,0,0,0
IL-508,186,161,153,0.8226,51,135,0,44,132,54,0,25,4,26,26,0.5098,0,8,10,32,19,0,10,0,135,127,0.9407,34,100,35,0,15,4,0,0,,0,0,0,0,0,0,38,38,15,0.3947,15,38,0,0,0,0,266,266,241,0.906,56,138,128,0,25,0,82,84,84,0,0.0,24,60,24,0,0,0
IL-510,5050,4722,4539,0.8988,3788,1220,42,855,2395,2614,41,258,465,3636,3556,0.9388,0,30,615,1779,1986,23,75,145,1044,941,0.7713,240,616,586,18,183,320,42,42,1.0,0,0,42,0,0,0,2127,1715,1682,0.7908,371,945,1182,0,159,0,8791,8791,6060,0.6893,2041,4551,4240,0,2063,190,4127,151,151,0,0.0,16,112,39,0,19,0
IL-511,806,515,515,0.639,462,315,29,133,439,362,5,20,131,316,316,0.684,359,64,56,225,232,5,6,22,170,170,0.5397,77,214,101,0,0,109,29,29,1.0,0,0,29,0,14,0,831,745,745,0.8965,166,568,263,0,30,85,1490,1445,1445,0.9698,123,453,1037,0,762,0,4,447,447,447,1.0,122,244,203,0,16,0
IL-512,349,303,169,0.4842,261,88,0,79,151,194,4,9,52,233,109,0.4176,0,0,43,83,174,4,2,14,70,60,0.6818,36,68,20,0,7,38,0,0,,0,0,0,0,0,0,116,116,77,0.6638,20,57,59,0,39,0,191,191,191,1.0,16,48,143,0,95,0,6,0,0,0,,0,0,0,0,0,0
IL-513,296,273,272,0.9189,125,171,0,44,149,140,7,16,14,102,101,0.808,0,65,9,26,92,7,0,11,171,171,1.0,35,123,48,0,16,3,0,0,,0,0,0,0,0,0,45,45,40,0.8889,5,10,35,0,5,18,148,148,93,0.6284,20,62,86,0,68,0,51,37,37,0,0.0,7,7,30,0,0,0
IL-514,548,521,521,0.9507,399,144,5,103,340,208,0,5,88,372,372,0.9323,0,2,69,238,161,0,0,12,144,144,1.0,34,102,42,0,0,76,5,5,1.0,0,0,5,0,5,0,101,101,101,1.0,16,52,49,0,1,6,426,426,426,1.0,57,200,226,0,38,0,172,10,10,10,1.0,2,6,4,0,0,0
IL-515,109,58,63,0.578,81,28,0,25,68,41,0,0,0,58,54,0.6667,0,1,16,46,35,0,0,0,0,9,0.3214,9,22,6,0,0,0,0,0,,0,0,0,0,0,0,180,176,180,1.0,30,94,86,0,0,0,38,38,38,1.0,6,16,22,0,0,0,0,0,0,0,,0,0,0,0,0,0
IL-516,88,75,75,0.8523,74,14,0,8,22,66,0,0,0,61,61,0.8243,10,6,7,19,55,0,0,0,14,14,1.0,1,3,11,0,0,0,0,0,,0,0,0,0,0,0,50,39,39,0.78,12,36,14,0,0,0,73,73,63,0.863,5,15,58,0,10,0,32,65,65,65,1.0,22,63,2,0,24,0
IL-517,399,371,371,0.9298,381,18,0,28,148,251,0,10,0,353,353,0.9265,0,29,26,140,241,0,10,0,18,18,1.0,2,8,10,0,0,0,0,0,,0,0,0,0,0,0,65,65,65,1.0,13,38,27,0,4,0,192,192,192,1.0,17,74,118,0,14,0,93,0,0,0,,0,0,0,0,0,0
IL-518,281,238,144,0.5125,225,56,0,26,95,176,10,6,30,182,88,0.3911,0,5,7,63,162,0,0,0,56,56,1.0,19,32,14,10,6,30,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,36,36,30,0.8333,6,12,24,0,0,12,6,0,0,0,,0,0,0,0,0,0
IL-519,124,73,54,0.4355,68,56,0,15,64,54,6,1,22,36,26,0.3824,0,26,4,29,33,6,1,8,37,28,0.5,11,35,21,0,0,14,0,0,,0,0,0,0,0,0,25,20,20,0.8,3,9,16,0,6,0,88,88,88,1.0,24,85,3,0,0,0,43,0,0,0,,0,0,0,0,0,0
IL-520,292,183,174,0.5959,225,67,0,49,147,143,2,4,10,131,122,0.5422,0,14,42,118,105,2,0,10,52,52,0.7761,7,29,38,0,4,0,0,0,,0,0,0,0,0,0,35,31,31,0.8857,7,17,18,0,1,0,121,121,121,1.0,24,80,41,0,0,0,1,47,47,22,0.4681,9,26,21,0,0,0
IN-502,4399,3187,2352,0.5347,3530,844,25,578,1820,2556,23,339,58,2717,1958,0.5547,121,104,409,1309,2198,23,210,30,445,369,0.4372,169,511,333,0,104,28,25,25,1.0,0,0,25,0,25,0,640,422,422,0.6594,139,456,184,0,47,0,2825,2799,2077,0.7352,336,887,1938,0,797,0,1121,12,12,12,1.0,2,8,4,0,0,0
IN-503,1602,1387,1287,0.8034,1287,315,0,163,608,971,23,177,50,1206,1106,0.8594,246,292,125,480,784,23,24,23,181,181,0.5746,38,128,187,0,153,27,0,0,,0,0,0,0,0,0,1121,936,936,0.835,131,469,652,0,195,133,1376,1376,1328,0.9651,133,414,962,0,654,30,546,1951,1951,1835,0.9405,282,1014,937,0,174,98
KS-502,555,405,352,0.6342,339,216,0,67,212,343,0,26,55,277,262,0.7729,100,18,29,109,230,0,26,15,128,90,0.4167,38,103,113,0,0,40,0,0,,0,0,0,0,0,0,134,134,134,1.0,31,105,29,0,24,2,562,562,562,1.0,76,108,454,0,208,0,185,474,474,165,0.3481,73,192,282,0,9,0
KS-503,315,269,231,0.7333,282,33,0,45,76,239,0,20,0,236,202,0.7163,0,0,33,50,232,0,20,0,33,29,0.8788,12,26,7,0,0,0,0,0,,0,0,0,0,0,0,112,112,112,1.0,24,65,47,0,0,0,318,318,318,1.0,75,195,123,0,0,0,14,0,0,0,,0,0,0,0,0,0
KS-505,176,133,90,0.5114,97,79,0,40,118,58,0,0,14,54,54,0.5567,30,8,27,84,13,0,0,0,79,36,0.4557,13,34,45,0,0,14,0,0,,0,0,0,0,0,0,84,68,68,0.8095,22,69,15,0,3,0,21,21,21,1.0,0,0,21,0,0,0,0,0,0,0,,0,0,0,0,0,0
