CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Dedicated_Veteran_Beds_ES_TH_SH,Dedicated_Youth_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Dedicated_Veteran_Beds_ES,Dedicated_Youth_Beds_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Dedicated_Veteran_Beds_TH,Dedicated_Youth_Beds_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Dedicated_Veteran_Beds_SH,Dedicated_Youth_Beds_SH,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Dedicated_Veteran_Beds_RRH,Dedicated_Youth_Beds_RRH,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Dedicated_Veteran_Beds_PSH,Dedicated_Youth_Beds_PSH,Dedicated_Chronically_Homeless_Beds_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH,Dedicated_Veteran_Beds_OPH,Dedicated_Youth_Beds_OPH
AR-500,820,681,328,0.4,641,179,0,66,218,602,0,78,23,502,171,0.2668,0,20,56,188,453,0,31,0,179,157,0.8771,10,30,149,0,47,23,0,0,.,0,0,0,0,0,0,237,237,237,1,22,77,160,0,87,0,551,551,551,1,107,293,258,0,0,0,0,0,0,0,.,0,0,0,0,0,0
AR-501,246,134,113,0.4593,174,72,0,41,156,90,0,20,0,101,81,0.4655,0,44,8,84,90,0,20,0,33,32,0.4444,33,72,0,0,0,0,0,0,.,0,0,0,0,0,0,70,70,70,1,47,67,3,0,0,0,181,181,51,0.2818,139,159,22,0,130,0,136,0,0,0,.,0,0,0,0,0,0
AR-503,1166,913,775,0.6647,1079,87,0,127,440,726,0,0,128,826,719,0.6664,0,0,117,405,674,0,0,128,87,56,0.6437,10,35,52,0,0,0,0,0,.,0,0,0,0,0,0,212,212,212,1,52,153,59,0,0,0,15,15,15,1,0,0,15,0,0,0,15,0,0,0,.,0,0,0,0,0,0
AR-505,145,70,24,0.1655,145,0,0,16,68,53,24,0,24,70,24,0.1655,0,0,16,68,53,24,0,24,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,16,16,16,1,4,4,12,0,0,0,12,0,0,0,.,0,0,0,0,0,0
AR-508,238,198,159,0.6681,199,39,0,20,40,198,0,15,0,159,135,0.6784,0,15,20,40,159,0,0,0,39,24,0.6154,0,0,39,0,15,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0
AZ-500,905,721,599,0.6619,749,141,15,79,293,605,7,64,7,609,518,0.6916,45,53,56,224,520,5,13,5,97,66,0.4681,23,69,70,2,36,2,15,15,1,0,0,15,0,15,0,346,337,337,0.974,58,180,166,0,88,0,1007,1007,911,0.9047,67,247,760,0,483,0,461,17,17,17,1,3,11,6,0,9,0
AZ-501,1074,999,999,0.9302,707,343,24,138,433,637,4,164,98,652,652,0.9222,97,93,88,286,417,4,24,15,323,323,0.9417,50,147,196,0,131,83,24,24,1,0,0,24,0,9,0,665,665,665,1,139,429,236,0,49,70,1579,1579,833,0.5275,180,434,1136,9,746,79,153,0,0,0,.,0,0,0,0,0,0
AZ-502,4432,3998,3449,0.7782,2836,1542,54,601,2026,2387,19,313,104,2474,2332,0.8223,0,76,366,1265,1553,18,47,49,1470,1063,0.6894,235,761,780,1,212,55,54,54,1,0,0,54,0,54,0,1750,1700,1726,0.9863,332,1215,535,0,365,10,5868,5868,5856,0.998,425,1485,4383,0,1086,17,1621,337,337,337,1,70,286,51,0,20,3
CA-500,1928,1805,1805,0.9362,1438,470,20,162,429,1485,14,210,106,1339,1339,0.9312,241,758,116,319,1105,14,73,30,446,446,0.9489,46,110,360,0,117,76,20,20,1,0,0,20,0,20,0,1529,1529,1529,1,328,1114,415,0,170,166,4414,4251,2282,0.517,703,1622,2792,0,1492,72,2194,126,126,126,1,33,126,0,0,0,0
CA-501,2267,2119,1113,0.491,1730,537,0,274,762,1505,0,136,260,1668,898,0.5191,67,2677,187,550,1180,0,65,79,451,215,0.4004,87,212,325,0,71,181,0,0,.,0,0,0,0,0,0,2101,2101,2089,0.9943,1733,1738,363,0,12,303,5554,5554,3111,0.5601,358,900,4654,0,1336,102,2810,4738,4738,1484,0.3132,442,1316,3422,0,41,49
CA-502,3525,3335,2951,0.8372,2777,701,47,185,613,2866,46,145,257,2597,2294,0.8261,160,0,135,450,2281,46,15,104,691,610,0.8702,50,163,538,0,83,153,47,47,1,0,0,47,0,47,0,768,768,768,1,108,339,427,2,71,53,3710,3689,2722,0.7337,433,1233,2477,0,734,80,917,0,0,0,.,0,0,0,0,0,0
CA-503,2441,2339,2173,0.8902,1785,656,0,330,865,1471,105,179,376,1725,1603,0.898,20,643,211,559,1121,105,40,207,614,570,0.8689,119,306,350,0,139,169,0,0,.,0,0,0,0,0,0,819,819,812,0.9915,124,451,368,0,100,62,3703,3703,3076,0.8307,471,1527,2176,0,736,57,2660,91,91,91,1,4,12,79,0,31,0
CA-504,1079,1063,923,0.8554,738,341,0,103,198,877,4,73,37,722,633,0.8577,0,303,97,182,552,4,44,33,341,290,0.8504,6,16,325,0,29,4,0,0,.,0,0,0,0,0,0,386,375,309,0.8005,60,163,223,0,10,21,979,979,968,0.9888,81,211,768,0,438,36,657,189,189,135,0.7143,24,92,97,0,1,36
CA-505,925,897,791,0.8551,744,181,0,103,253,672,0,20,24,740,740,0.9946,38,0,66,160,584,0,0,5,157,51,0.2818,37,93,88,0,20,19,0,0,.,0,0,0,0,0,0,243,228,228,0.9383,51,169,74,0,35,22,1242,1242,875,0.7045,239,649,593,0,383,10,611,16,16,16,1,1,3,13,0,0,0
CA-506,1025,970,811,0.7912,572,453,0,114,471,554,0,68,18,517,379,0.6626,76,0,37,154,418,0,10,12,453,432,0.9536,77,317,136,0,58,6,0,0,.,0,0,0,0,0,0,200,200,200,1,37,115,85,0,52,0,483,483,255,0.528,41,141,342,0,219,0,284,0,0,0,.,0,0,0,0,0,0
CA-507,293,213,213,0.727,163,130,0,46,142,151,0,6,3,133,133,0.816,0,0,8,45,118,0,0,0,80,80,0.6154,38,97,33,0,6,3,0,0,.,0,0,0,0,0,0,82,82,82,1,22,65,17,0,1,3,471,471,471,1,30,101,370,0,77,0,290,163,163,49,0.3006,18,47,116,0,0,0
CA-508,547,547,527,0.9634,409,138,0,89,261,286,0,14,0,409,389,0.9511,0,377,68,163,246,0,14,0,138,138,1,21,98,40,0,0,0,0,0,.,0,0,0,0,0,0,522,518,518,0.9923,144,472,50,0,20,17,544,544,163,0.2996,47,137,407,0,363,5,508,93,93,0,0,0,0,93,0,0,0
CA-509,296,259,209,0.7061,181,115,0,50,182,114,0,3,31,172,147,0.8122,17,77,32,102,79,0,0,6,87,62,0.5391,18,80,35,0,3,25,0,0,.,0,0,0,0,0,0,83,83,78,0.9398,26,73,10,0,1,0,355,355,355,1,25,77,278,0,134,0,355,10,10,0,0,0,0,10,0,0,0
CA-510,612,588,524,0.8562,383,229,0,82,233,355,24,15,48,373,309,0.8068,146,8,43,121,238,24,0,26,215,215,0.9389,39,112,117,0,15,22,0,0,.,0,0,0,0,0,0,37,37,36,0.973,10,33,4,0,1,0,629,629,344,0.5469,70,239,390,0,271,0,521,0,0,0,.,0,0,0,0,0,0
CA-511,1522,1478,1338,0.8791,1089,433,0,150,621,891,10,56,20,1045,995,0.9137,0,0,87,366,713,10,56,12,433,343,0.7921,63,255,178,0,0,8,0,0,.,0,0,0,0,0,0,140,140,138,0.9857,37,117,23,0,16,0,732,732,732,1,91,272,460,0,326,49,271,14,14,14,1,0,0,14,0,0,0
CA-512,699,683,677,0.9685,526,173,0,88,343,352,4,60,14,510,504,0.9582,3,104,49,183,339,4,60,6,173,173,1,39,160,13,0,0,8,0,0,.,0,0,0,0,0,0,387,365,365,0.9432,90,329,58,0,24,8,997,997,777,0.7793,43,138,859,0,342,21,470,403,358,358,0.8883,101,351,52,0,0,0
CA-513,437,330,324,0.7414,307,130,0,34,183,254,0,0,20,240,234,0.7622,33,217,24,145,162,0,0,0,90,90,0.6923,10,38,92,0,0,20,0,0,.,0,0,0,0,0,0,226,226,226,1,45,162,64,0,41,0,272,272,193,0.7096,23,71,201,0,57,0,211,75,75,75,1,6,24,51,0,0,0
CA-514,1020,840,431,0.4225,863,157,0,166,478,530,12,101,48,727,318,0.3685,30,381,131,390,461,12,41,28,113,113,0.7197,35,88,69,0,60,20,0,0,.,0,0,0,0,0,0,577,454,454,0.7868,163,449,128,0,29,0,1200,1200,683,0.5692,156,425,775,0,583,0,812,44,44,44,1,2,7,37,0,44,0
CA-515,462,338,332,0.7186,301,161,0,30,103,359,0,8,5,287,287,0.9535,0,0,14,38,263,0,8,1,51,45,0.2795,16,65,96,0,0,4,0,0,.,0,0,0,0,0,0,109,109,109,1,25,64,45,0,26,0,191,191,191,1,5,14,177,0,0,0,103,87,87,87,1,22,87,0,0,0,0
CA-516,1157,1091,327,0.2826,732,425,0,262,426,720,11,22,15,667,205,0.2801,0,1,125,206,515,11,0,11,424,122,0.2871,137,220,205,0,22,4,0,0,.,0,0,0,0,0,0,116,101,101,0.8707,26,86,30,0,8,0,78,78,78,1,10,24,54,0,48,0,16,0,0,0,.,0,0,0,0,0,0
CA-517,261,245,229,0.8774,203,58,0,16,67,194,0,0,3,187,187,0.9212,0,0,12,51,152,0,0,0,58,42,0.7241,4,16,42,0,0,3,0,0,.,0,0,0,0,0,0,57,54,54,0.9474,13,31,26,0,3,2,50,50,50,1,0,0,50,0,0,0,41,0,0,0,.,0,0,0,0,0,0
CA-518,489,489,365,0.7464,368,121,0,14,158,331,0,23,35,368,283,0.769,25,0,8,140,228,0,11,0,121,82,0.6777,6,18,103,0,12,35,0,0,.,0,0,0,0,0,0,176,176,176,1,18,64,112,0,84,0,255,255,69,0.2706,8,13,242,0,154,0,255,0,0,0,.,0,0,0,0,0,0
CA-519,740,697,641,0.8662,460,280,0,89,338,397,5,9,72,428,380,0.8261,13,20,26,113,347,0,9,18,269,261,0.9321,63,225,50,5,0,54,0,0,.,0,0,0,0,0,0,201,187,34,0.1692,46,136,65,0,4,3,384,384,379,0.987,54,183,201,0,152,42,64,112,112,112,1,6,21,91,0,3,12
CA-520,511,484,435,0.8513,263,248,0,56,179,332,0,8,0,251,231,0.8783,0,18,56,179,84,0,8,0,233,204,0.8226,0,0,248,0,0,0,0,0,.,0,0,0,0,0,0,46,46,46,1,0,0,46,0,0,0,163,163,78,0.4785,27,75,88,0,85,4,8,0,0,0,.,0,0,0,0,0,0
CA-521,281,246,233,0.8292,247,34,0,84,148,133,0,0,2,212,209,0.8462,0,188,81,137,110,0,0,0,34,24,0.7059,3,11,23,0,0,2,0,0,.,0,0,0,0,0,0,283,283,283,1,85,265,18,0,5,26,254,254,137,0.5394,19,50,204,0,41,0,127,0,0,0,.,0,0,0,0,0,0
CA-522,433,433,263,0.6074,333,85,15,18,134,294,5,51,5,333,163,0.4895,0,0,11,90,243,0,0,0,85,85,1,7,44,36,5,36,5,15,15,1,0,0,15,0,15,0,296,296,296,1,68,180,116,0,46,0,57,57,57,1,2,10,47,0,0,0,51,0,0,0,.,0,0,0,0,0,0
CA-523,143,129,118,0.8252,93,50,0,37,121,22,0,0,0,79,74,0.7957,0,0,27,77,16,0,0,0,50,44,0.88,10,44,6,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0
CA-524,740,716,696,0.9405,698,42,0,121,443,297,0,0,0,674,654,0.937,15,41,115,407,291,0,0,0,42,42,1,6,36,6,0,0,0,0,0,.,0,0,0,0,0,0,311,311,311,1,91,259,52,0,2,0,124,124,124,1,0,0,124,0,0,0,0,0,0,0,.,0,0,0,0,0,0
CA-525,143,109,74,0.5175,93,50,0,23,65,62,16,0,19,75,59,0.6344,32,0,15,34,43,16,0,16,34,15,0.3,8,31,19,0,0,3,0,0,.,0,0,0,0,0,0,61,61,23,0.377,13,44,17,0,5,5,21,21,3,0.1429,10,10,11,0,7,0,3,0,0,0,.,0,0,0,0,0,0
CA-526,214,128,128,0.5981,156,58,0,39,135,79,0,10,0,98,98,0.6282,0,56,26,94,62,0,0,0,30,30,0.5172,13,41,17,0,10,0,0,0,.,0,0,0,0,0,0,66,66,66,1,9,24,42,0,28,0,67,67,17,0.2537,9,25,42,0,50,0,53,37,37,37,1,10,35,2,0,0,0
CA-527,67,27,27,0.403,24,43,0,10,41,26,0,0,0,0,0,0.0,0,0,4,21,3,0,0,0,27,27,0.6279,6,20,23,0,0,0,0,0,.,0,0,0,0,0,0,153,31,31,0.2026,49,141,11,1,0,1,0,0,0,.,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0
CA-529,86,80,80,0.9302,36,50,0,3,8,78,0,0,0,30,30,0.8333,0,0,0,0,36,0,0,0,50,50,1,3,8,42,0,0,0,0,0,.,0,0,0,0,0,0,93,93,93,1,25,78,15,0,0,0,239,239,0,0,87,224,15,0,15,0,0,0,0,0,.,0,0,0,0,0,0
CA-530,63,51,51,0.8095,40,21,2,5,36,27,0,0,0,40,40,1.0,0,0,2,16,24,0,0,0,11,11,0.5238,3,20,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,1,0,0,2,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0
CA-531,190,170,170,0.8947,151,39,0,12,112,78,0,0,4,131,131,0.8675,76,6,12,112,39,0,0,0,39,39,1,0,0,39,0,0,4,0,0,.,0,0,0,0,0,0,34,34,29,0.8529,3,8,26,0,0,13,52,52,52,1,2,9,43,0,0,0,25,16,16,16,1,1,2,14,0,0,0
CA-600,21107,20156,13841,0.6558,16578,4129,400,3353,10129,10978,0,1185,1235,16172,11565,0.6976,3409,0,2821,8506,8072,0,112,371,3584,2035,0.4929,532,1623,2506,0,698,864,400,241,0.6025,0,0,400,0,375,0,7191,7078,7022,0.9765,1318,4545,2646,0,415,272,23677,23461,14183,0.599,1906,5983,17694,0,6430,460,3274,2724,2653,1971,0.7236,276,906,1782,36,0,59
CA-601,5473,5193,4749,0.8677,3816,1622,35,534,1690,3775,8,337,296,3734,3397,0.8902,61,1,314,1042,2766,8,16,39,1424,1317,0.812,220,648,974,0,313,257,35,35,1,0,0,35,0,8,0,2116,1926,1891,0.8937,402,1326,790,0,601,99,6319,6319,6319,1,463,1517,4802,0,3479,90,860,1027,1027,927,0.9026,25,59,968,0,140,166
CA-602,3168,2908,2313,0.7301,2269,899,0,408,1167,1955,46,26,46,2072,1783,0.7858,71,517,185,546,1707,16,0,16,836,530,0.5895,223,621,248,30,26,30,0,0,.,0,0,0,0,0,0,820,671,671,0.8183,166,566,254,0,153,5,2602,2602,2451,0.942,369,1205,1397,0,1127,14,688,267,267,267,1,37,129,138,0,0,0
CA-603,674,601,420,0.6231,559,115,0,26,169,492,13,18,14,489,327,0.585,56,0,17,127,419,13,2,14,112,93,0.8087,9,42,73,0,16,0,0,0,.,0,0,0,0,0,0,280,280,235,0.8393,41,137,143,0,33,0,787,787,428,0.5438,31,119,668,0,314,9,320,491,454,269,0.5479,88,316,175,0,16,0
CA-604,880,760,754,0.8568,664,216,0,48,240,640,0,48,20,610,604,0.9096,0,10,36,179,485,0,0,18,150,150,0.6944,12,61,155,0,48,2,0,0,.,0,0,0,0,0,0,489,485,485,0.9918,121,408,81,0,38,44,2583,2583,2583,1,342,1023,1560,0,242,85,456,10,10,10,1,4,9,1,0,5,0
CA-606,769,663,632,0.8218,410,359,0,64,180,589,0,279,0,373,373,0.9098,141,29,34,93,317,0,20,0,290,259,0.7214,30,87,272,0,259,0,0,0,.,0,0,0,0,0,0,247,247,247,1,36,112,135,0,134,0,1884,1884,1846,0.9798,156,583,1301,0,975,0,207,240,240,0,0,0,0,240,0,240,0
CA-607,135,135,135,1.0,91,44,0,27,64,71,0,0,3,91,91,1.0,20,33,8,20,71,0,0,3,44,44,1,19,44,0,0,0,0,0,0,.,0,0,0,0,0,0,19,19,19,1,0,0,19,0,0,7,433,433,417,0.963,43,138,295,0,16,1,3,0,0,0,.,0,0,0,0,0,0
CA-608,1442,1320,1305,0.905,1357,85,0,111,424,994,24,39,65,1275,1260,0.9285,90,40,101,384,949,24,19,40,45,45,0.5294,10,40,45,0,20,25,0,0,.,0,0,0,0,0,0,467,467,467,1,92,307,160,0,26,0,1292,1292,1292,1,103,367,925,0,468,15,692,0,0,0,.,0,0,0,0,0,0
CA-609,875,747,622,0.7109,512,339,24,150,490,367,18,36,41,465,435,0.8496,60,0,85,269,228,15,0,15,258,163,0.4808,65,221,115,3,12,26,24,24,1,0,0,24,0,24,0,2260,2260,2260,1,419,1788,472,0,151,0,1595,1595,1595,1,368,647,948,0,678,0,670,0,0,0,.,0,0,0,0,0,0
CA-611,892,774,503,0.5639,669,213,10,93,335,551,6,50,6,583,386,0.577,131,0,33,169,494,6,32,6,181,107,0.5023,60,166,47,0,18,0,10,10,1,0,0,10,0,0,0,595,595,595,1,150,372,214,9,0,9,687,687,492,0.7162,73,139,548,0,239,8,596,67,67,0,0,0,0,67,0,0,0
CA-612,86,40,40,0.4651,53,33,0,18,56,30,0,0,0,40,40,0.7547,7,0,6,24,29,0,0,0,0,0,0,12,32,1,0,0,0,0,0,.,0,0,0,0,0,0,60,45,45,0.75,17,52,8,0,0,1,190,190,153,0.8053,17,81,109,0,30,0,159,0,0,0,.,0,0,0,0,0,0
CA-613,250,186,123,0.492,134,116,0,34,122,128,0,0,0,95,95,0.709,0,10,14,69,65,0,0,0,91,28,0.2414,20,53,63,0,0,0,0,0,.,0,0,0,0,0,0,60,8,8,0.1333,30,52,8,0,8,0,245,245,197,0.8041,81,245,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0
CA-614,235,187,178,0.7574,214,21,0,10,131,104,0,1,0,178,178,0.8318,20,100,7,123,91,0,1,0,9,0,0,3,8,13,0,0,0,0,0,.,0,0,0,0,0,0,429,429,412,0.9604,123,373,56,0,47,39,350,350,344,0.9829,5,12,338,0,230,6,124,4,4,4,1,0,0,4,0,0,0
CO-500,1255,1087,348,0.2773,752,503,0,401,553,702,0,54,55,628,278,0.3697,149,150,284,381,371,0,8,22,459,70,0.1392,117,172,331,0,46,33,0,0,.,0,0,0,0,0,0,307,272,272,0.886,83,217,90,0,52,0,876,876,545,0.6221,135,180,696,0,465,73,185,0,0,0,.,0,0,0,0,0,0
CO-503,5866,5745,3935,0.6708,4088,1725,53,1166,3174,2683,9,226,80,3992,3197,0.782,442,323,819,2073,2006,9,0,38,1725,710,0.4116,347,1101,624,0,198,42,28,28,0.5283,0,0,53,0,28,0,1082,1029,1076,0.9945,440,627,455,0,122,109,3853,3853,2820,0.7319,293,795,3040,18,1008,61,2956,1699,1699,614,0.3614,285,602,1095,2,20,28
CO-504,1503,1322,1031,0.686,861,642,0,184,655,848,0,64,31,827,827,0.9605,0,0,40,203,658,0,12,20,495,204,0.3178,144,452,190,0,52,11,0,0,.,0,0,0,0,0,0,179,179,179,1,10,70,109,0,104,26,722,722,692,0.9584,94,258,464,0,474,45,639,40,40,40,1,3,36,4,0,0,4
