CoC_Number,Total_Year_Round_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES_TH_SH,Total_HMIS_Year_Round_Beds_ES_TH_SH,HMIS_Participation_Rate_for_Year_Round_Beds_ES_TH_SH,Total_Year_Round_Beds_ES,Total_Year_Round_Beds_TH,Total_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_with_Children_ES_TH_SH,Total_Beds_for_Households_without_Children_ES_TH_SH,Total_Beds_for_Households_with_only_Children_ES_TH_SH,Dedicated_Veteran_Beds_ES_TH_SH,Dedicated_Youth_Beds_ES_TH_SH,Total_Non_DV_Year_Round_Beds_ES,Total_HMIS_Year_Round_Beds_ES,HMIS_Participation_Rate_for_Year_Round_Beds_ES,Total_Seasonal_Beds_ES,Total_Overflow_Beds_ES,Total_Units_for_Households_with_Children_ES,Total_Beds_for_Households_with_Children_ES,Total_Beds_for_Households_without_Children_ES,Total_Beds_for_Households_with_only_Children_ES,Dedicated_Veteran_Beds_ES,Dedicated_Youth_Beds_ES,Total_Non_DV_Year_Round_Beds_TH,Total_HMIS_Year_Round_Beds_TH,HMIS_Participation_Rate_for_Year_Round_Beds_TH,Total_Units_for_Households_with_Children_TH,Total_Beds_for_Households_with_Children_TH,Total_Beds_for_Households_without_Children_TH,Total_Beds_for_Households_with_only_Children_TH,Dedicated_Veteran_Beds_TH,Dedicated_Youth_Beds_TH,Total_Non_DV_Year_Round_Beds_SH,Total_HMIS_Year_Round_Beds_SH,HMIS_Participation_Rate_for_Year_Round_Beds_SH,Total_Units_for_Households_with_Children_SH,Total_Beds_for_Households_with_Children_SH,Total_Beds_for_Households_without_Children_SH,Total_Beds_for_Households_with_only_Children_SH,Dedicated_Veteran_Beds_SH,Dedicated_Youth_Beds_SH,Total_Year_Round_Beds_RRH,Total_Non_DV_Year_Round_Beds_RRH,Total_HMIS_Year_Round_Beds_RRH,HMIS_Participation_Rate_for_Year_Round_Beds_RRH,Total_Units_for_Households_with_Children_RRH,Total_Beds_for_Households_with_Children_RRH,Total_Beds_for_Households_without_Children_RRH,Total_Beds_for_Households_with_only_Children_RRH,Dedicated_Veteran_Beds_RRH,Dedicated_Youth_Beds_RRH,Total_Year_Round_Beds_PSH,Total_Non_DV_Year_Round_Beds_PSH,Total_HMIS_Year_Round_Beds_PSH,HMIS_Participation_Rate_for_Year_Round_Beds_PSH,Total_Units_for_Households_with_Children_PSH,Total_Beds_for_Households_with_Children_PSH,Total_Beds_for_Households_without_Children_PSH,Total_Beds_for_Households_with_only_Children_PSH,Dedicated_Veteran_Beds_PSH,Dedicated_Youth_Beds_PSH,Dedicated_Chronically_Homeless_Beds_PSH,Total_Year_Round_Beds_OPH,Total_Non_DV_Year_Round_Beds_OPH,Total_HMIS_Year_Round_Beds_OPH,HMIS_Participation_Rate_for_Year_Round_Beds_OPH,Total_Units_for_Households_with_Children_OPH,Total_Beds_for_Households_with_Children_OPH,Total_Beds_for_Households_without_Children_OPH,Total_Beds_for_Households_with_only_Children_OPH,Dedicated_Veteran_Beds_OPH,Dedicated_Youth_Beds_OPH
MO-603,202,121,121,0.599,116,68,18,51,82,120,0,9,17,68,68,0.5862,24,10,23,35,81,0,5,17,35,35,0.5147,28,47,21,0,0,0,18,18,1,0,0,18,0,4,0,32,32,32,1,8,23,9,0,8,0,232,215,165,0.7112,46,135,97,0,53,8,217,0,0,0,.,0,0,0,0,0,0
MO-604,1956,1618,1280,0.6544,1260,671,25,222,649,1279,28,88,67,964,842,0.6683,30,158,93,338,909,13,30,25,629,413,0.6155,129,311,345,15,33,42,25,25,1,0,0,25,0,25,0,537,472,472,0.879,105,347,176,14,100,62,1922,1922,1462,0.7607,307,747,1175,0,446,15,1685,0,0,0,.,0,0,0,0,0,0
MO-606,1492,618,332,0.2225,1175,309,8,216,689,763,40,90,94,360,254,0.2162,98,22,166,539,610,26,82,32,250,70,0.2265,50,150,145,14,8,62,8,8,1,0,0,8,0,0,0,278,241,241,0.8669,64,206,72,0,43,0,1102,1102,850,0.7713,174,538,564,0,252,0,877,0,0,0,.,0,0,0,0,0,0
MP-500,30,0,0,0.0,30,0,0,4,5,20,5,0,5,0,0,0.0,0,0,4,5,20,5,0,5,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,52,52,0,0,9,48,4,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0
MS-500,499,407,205,0.4108,214,285,0,43,202,274,23,0,89,158,114,0.5327,0,0,15,107,84,23,0,57,249,91,0.3193,28,95,190,0,0,32,0,0,.,0,0,0,0,0,0,201,186,186,0.9254,136,201,0,0,40,7,409,409,409,1,292,324,85,0,0,0,111,0,0,0,.,0,0,0,0,0,0
MS-501,484,298,244,0.5041,362,122,0,71,247,233,4,24,12,190,178,0.4917,0,0,58,208,150,4,0,4,108,66,0.541,13,39,83,0,24,8,0,0,.,0,0,0,0,0,0,644,644,644,1,148,522,122,0,26,0,195,195,195,1,12,40,155,0,67,0,51,98,98,98,1,6,14,84,0,10,0
MS-503,110,42,42,0.3818,64,46,0,28,68,42,0,0,0,39,39,0.6094,0,0,14,33,31,0,0,0,3,3,0.0652,14,35,11,0,0,0,0,0,.,0,0,0,0,0,0,326,322,322,0.9877,39,145,181,0,71,25,58,46,46,0.7931,5,14,44,0,8,0,46,0,0,0,.,0,0,0,0,0,0
MT-500,1319,1036,106,0.0804,965,354,0,189,795,507,17,109,38,753,4,0.0041,40,76,129,604,361,0,0,4,283,102,0.2881,60,191,146,17,109,34,0,0,.,0,0,0,0,0,0,583,583,583,1,112,293,273,17,118,45,934,934,357,0.3822,159,299,635,0,569,13,265,0,0,0,.,0,0,0,0,0,0
NC-500,406,367,292,0.7192,347,59,0,34,108,296,2,24,2,308,258,0.7435,80,7,34,108,237,2,0,2,59,34,0.5763,0,0,59,0,24,0,0,0,.,0,0,0,0,0,0,73,73,73,1,9,39,34,0,12,0,343,343,165,0.481,33,116,227,0,181,0,70,0,0,0,.,0,0,0,0,0,0
NC-501,479,459,316,0.6597,253,226,0,18,53,420,6,204,6,233,98,0.3874,16,105,10,29,218,6,24,6,226,218,0.9646,8,24,202,0,180,0,0,0,.,0,0,0,0,0,0,28,28,28,1,2,5,23,0,19,0,493,493,191,0.3874,18,65,428,0,302,0,144,50,50,50,1,0,0,50,0,50,0
NC-502,320,303,303,0.9469,273,47,0,34,125,195,0,56,0,259,259,0.9487,0,9,32,122,151,0,12,0,44,44,0.9362,2,3,44,0,44,0,0,0,.,0,0,0,0,0,0,188,188,188,1,38,150,38,0,15,0,332,332,332,1,34,119,213,0,160,0,160,0,0,0,.,0,0,0,0,0,0
NC-503,3143,2359,1407,0.4477,2508,635,0,343,1259,1874,10,55,36,1757,1165,0.4645,93,52,271,976,1532,0,29,3,602,242,0.3811,72,283,342,10,26,33,0,0,.,0,0,0,0,0,0,336,336,320,0.9524,60,207,129,0,18,0,1720,1720,1427,0.8297,267,956,764,0,353,0,1332,0,0,0,.,0,0,0,0,0,0
NC-504,483,454,427,0.8841,400,83,0,64,198,276,9,48,17,371,344,0.86,139,13,53,166,225,9,0,9,83,83,1,11,32,51,0,48,8,0,0,.,0,0,0,0,0,0,34,34,34,1,2,4,30,0,3,0,486,486,352,0.7243,74,228,258,0,149,0,162,0,0,0,.,0,0,0,0,0,0
NC-505,1425,1261,1195,0.8386,1073,352,0,60,550,866,9,85,9,947,935,0.8714,185,23,11,367,697,9,56,9,314,260,0.7386,49,183,169,0,29,0,0,0,.,0,0,0,0,0,0,550,550,550,1,132,423,127,0,26,5,1256,1256,810,0.6449,116,365,891,0,484,0,733,337,337,292,0.8665,92,292,45,0,1,0
NC-506,350,296,226,0.6457,224,126,0,38,113,228,9,16,9,170,129,0.5759,15,6,19,56,159,9,0,9,126,97,0.7698,19,57,69,0,16,0,0,0,.,0,0,0,0,0,0,30,30,0,0,6,16,14,0,0,0,202,202,93,0.4604,16,50,152,0,109,0,103,0,0,0,.,0,0,0,0,0,0
NC-507,743,701,701,0.9435,500,243,0,78,343,400,0,0,24,458,458,0.916,0,105,36,198,302,0,0,6,243,243,1,42,145,98,0,0,18,0,0,.,0,0,0,0,0,0,333,333,333,1,82,279,54,0,24,0,517,517,517,1,68,196,321,0,5,0,109,0,0,0,.,0,0,0,0,0,0
NC-509,278,219,106,0.3813,225,53,0,30,98,175,5,4,15,166,106,0.4711,10,29,23,81,139,5,4,5,53,0,0,7,17,36,0,0,10,0,0,.,0,0,0,0,0,0,99,99,99,1,19,72,27,0,49,0,144,144,144,1,24,90,54,0,2,0,0,0,0,0,.,0,0,0,0,0,0
NC-511,105,95,95,0.9048,30,75,0,31,93,12,0,0,0,20,20,0.6667,0,0,7,18,12,0,0,0,75,75,1,24,75,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,155,155,155,1,23,59,96,0,122,0,22,0,0,0,.,0,0,0,0,0,0
NC-513,92,92,91,0.9891,40,52,0,10,25,67,0,0,0,40,39,0.975,0,20,10,25,15,0,0,0,52,52,1,0,0,52,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,88,88,83,0.9432,10,34,54,0,5,2,83,0,0,0,.,0,0,0,0,0,0
NC-516,159,95,53,0.3333,121,38,0,18,62,97,0,0,13,62,24,0.1983,30,15,11,38,83,0,0,13,33,29,0.7632,7,24,14,0,0,0,0,0,.,0,0,0,0,0,0,2,2,2,1,1,2,0,0,0,0,62,53,53,0.8548,7,26,36,0,0,0,4,0,0,0,.,0,0,0,0,0,0
ND-500,754,510,510,0.6764,580,141,33,63,252,472,30,36,55,403,403,0.6948,31,64,35,155,395,30,0,30,74,74,0.5248,28,97,44,0,3,25,33,33,1,0,0,33,0,33,0,123,123,123,1,19,55,68,0,87,0,516,493,261,0.5058,52,138,378,0,135,0,372,103,103,0,0,18,57,46,0,0,0
NE-500,766,679,644,0.8407,419,347,0,106,342,416,8,0,23,344,309,0.7375,0,0,44,154,259,6,0,6,335,335,0.9654,62,188,157,2,0,17,0,0,.,0,0,0,0,0,0,263,257,257,0.9772,56,207,56,0,84,0,136,136,136,1,27,85,51,0,18,15,60,0,0,0,.,0,0,0,0,0,0
NE-501,1359,1265,1265,0.9308,809,516,34,123,428,925,6,72,34,723,723,0.8937,0,247,45,176,627,6,0,10,508,508,0.9845,78,252,264,0,38,24,34,34,1,0,0,34,0,34,0,359,359,359,1,74,242,117,0,12,40,827,827,475,0.5744,99,228,599,0,352,33,748,173,173,26,0.1503,25,64,109,0,26,0
NE-502,433,335,335,0.7737,334,99,0,55,210,211,12,10,34,284,284,0.8503,0,50,32,145,177,12,10,12,51,51,0.5152,23,65,34,0,0,22,0,0,.,0,0,0,0,0,0,234,162,162,0.6923,64,189,45,0,16,8,322,322,322,1,15,51,271,0,191,5,141,83,83,83,1,2,8,75,0,0,0
NH-500,632,499,465,0.7358,541,91,0,122,379,249,4,0,22,408,385,0.7116,92,32,103,323,214,4,0,4,91,80,0.8791,19,56,35,0,0,18,0,0,.,0,0,0,0,0,0,108,108,108,1,30,82,26,0,15,0,518,518,342,0.6602,80,244,274,0,176,0,187,0,0,0,.,0,0,0,0,0,0
NH-501,406,393,383,0.9433,202,200,4,80,215,183,8,42,28,189,189,0.9356,0,50,23,64,130,8,0,8,200,190,0.95,57,151,49,0,41,20,4,4,1,0,0,4,0,1,0,94,94,94,1,20,80,14,0,9,0,310,310,205,0.6613,44,167,143,0,118,0,46,82,82,67,0.8171,18,49,33,0,0,0
NH-502,287,251,221,0.77,94,188,5,62,146,141,0,63,7,82,52,0.5532,0,0,13,23,71,0,0,0,164,164,0.8723,49,123,65,0,63,7,5,5,1,0,0,5,0,0,0,11,11,11,1,2,9,2,0,2,0,303,303,203,0.67,39,120,183,0,100,0,41,0,0,0,.,0,0,0,0,0,0
NJ-500,366,328,283,0.7732,273,93,0,17,69,297,0,48,40,235,235,0.8608,0,59,17,69,204,0,0,28,93,48,0.5161,0,0,93,0,48,12,0,0,.,0,0,0,0,0,0,1309,1309,1309,1,744,832,477,0,5,2,176,176,122,0.6932,5,9,167,0,54,31,176,0,0,0,.,0,0,0,0,0,0
NJ-501,374,298,298,0.7968,156,218,0,54,176,182,16,8,40,120,120,0.7692,28,4,17,43,97,16,0,16,178,178,0.8165,37,133,85,0,8,24,0,0,.,0,0,0,0,0,0,61,61,61,1,12,35,26,0,19,0,425,425,349,0.8212,57,164,261,0,81,7,154,0,0,0,.,0,0,0,0,0,0
NJ-502,411,384,349,0.8491,265,119,27,166,351,60,0,0,0,265,230,0.8679,63,199,136,238,27,0,0,0,119,119,1,30,113,6,0,0,0,0,0,0,0,0,27,0,0,0,123,123,123,1,32,94,29,0,0,0,137,137,37,0.2701,33,62,75,0,4,0,32,0,0,0,.,0,0,0,0,0,0
NJ-503,700,579,579,0.8271,468,232,0,205,320,380,0,120,21,383,383,0.8184,0,253,196,259,209,0,0,0,196,196,0.8448,9,61,171,0,120,21,0,0,.,0,0,0,0,0,0,224,224,224,1,62,152,72,0,123,4,703,689,583,0.8293,159,290,413,0,40,58,303,101,101,81,0.802,22,68,33,0,33,0
NJ-504,2388,2365,2234,0.9355,1723,665,0,733,1453,930,5,40,77,1700,1569,0.9106,60,4,507,990,733,0,30,58,665,665,1,226,463,197,5,10,19,0,0,.,0,0,0,0,0,0,99,99,89,0.899,5,5,94,0,10,13,1235,1235,1235,1,580,776,455,4,284,75,974,0,0,0,.,0,0,0,0,0,0
NJ-506,384,375,349,0.9089,339,45,0,54,143,241,0,0,1,330,305,0.8997,100,210,45,123,216,0,0,0,45,44,0.9778,9,20,25,0,0,1,0,0,.,0,0,0,0,0,0,295,295,295,1,76,240,55,0,11,18,517,517,442,0.8549,53,147,370,0,113,3,293,14,14,14,1,0,0,14,0,0,0
NJ-507,185,161,141,0.7622,160,25,0,35,104,81,0,0,0,136,136,0.85,15,309,35,104,56,0,0,0,25,5,0.2,0,0,25,0,0,0,0,0,.,0,0,0,0,0,0,89,89,89,1,23,64,25,0,0,0,505,483,330,0.6535,84,232,273,0,167,6,293,102,102,77,0.7549,18,47,55,0,0,0
NJ-508,281,195,190,0.6762,109,172,0,62,196,85,0,0,5,64,64,0.5872,28,86,17,59,50,0,0,0,131,126,0.7326,45,137,35,0,0,5,0,0,.,0,0,0,0,0,0,31,31,31,1,7,25,6,0,2,4,572,572,342,0.5979,109,338,234,0,83,4,367,0,0,0,.,0,0,0,0,0,0
NJ-509,286,228,228,0.7972,133,133,20,50,144,142,0,0,8,100,100,0.7519,0,114,25,77,56,0,0,0,108,108,0.812,25,67,66,0,0,8,20,20,1,0,0,20,0,0,0,20,20,20,1,7,19,1,0,3,0,197,197,162,0.8223,17,42,155,0,35,0,116,61,61,61,1,20,56,5,0,0,0
NJ-510,127,61,47,0.3701,67,60,0,30,87,40,0,0,24,40,26,0.3881,0,211,14,49,18,0,0,12,21,21,0.35,16,38,22,0,0,12,0,0,.,0,0,0,0,0,0,16,16,16,1,3,13,3,0,3,0,310,310,128,0.4129,68,231,79,0,37,0,83,0,0,0,.,0,0,0,0,0,0
NJ-511,379,333,268,0.7071,345,34,0,65,224,155,0,0,10,299,234,0.6783,0,12,61,200,145,0,0,0,34,34,1,4,24,10,0,0,10,0,0,.,0,0,0,0,0,0,301,301,301,1,98,198,103,0,20,0,571,571,519,0.9089,55,161,410,0,71,16,303,103,103,103,1,0,0,103,0,0,0
NJ-512,58,54,29,0.5,29,29,0,35,52,6,0,0,3,25,0,0.0,0,0,26,29,0,0,0,3,29,29,1,9,23,6,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0
NJ-513,297,271,252,0.8485,105,192,0,41,106,175,16,95,37,90,76,0.7238,0,35,24,63,26,16,0,16,181,176,0.9167,17,43,149,0,95,21,0,0,.,0,0,0,0,0,0,2,2,2,1,0,0,2,0,1,0,283,283,99,0.3498,11,32,251,0,245,0,200,0,0,0,.,0,0,0,0,0,0
NJ-514,351,313,313,0.8917,232,119,0,46,123,216,12,0,26,208,208,0.8966,0,62,35,93,127,12,0,12,105,105,0.8824,11,30,89,0,0,14,0,0,.,0,0,0,0,0,0,292,292,292,1,89,251,41,0,1,12,687,687,633,0.9214,114,332,355,0,54,23,288,100,100,100,1,0,0,100,0,0,0
NJ-515,265,219,218,0.8226,140,125,0,64,167,93,5,11,35,119,118,0.8429,14,140,24,62,73,5,9,7,100,100,0.8,40,105,20,0,2,28,0,0,.,0,0,0,0,0,0,35,35,29,0.8286,3,10,25,0,11,3,406,406,406,1,87,202,204,0,8,14,123,0,0,0,.,0,0,0,0,0,0
NJ-516,299,210,201,0.6722,133,166,0,74,175,124,0,75,0,87,78,0.5865,0,106,63,132,1,0,0,0,123,123,0.741,11,43,123,0,75,0,0,0,.,0,0,0,0,0,0,133,133,133,1,47,112,21,0,10,0,114,114,64,0.5614,10,25,89,0,50,0,78,0,0,0,.,0,0,0,0,0,0
NM-500,1198,1118,953,0.7955,854,344,0,86,337,793,68,57,98,774,679,0.7951,0,20,29,172,634,48,15,48,344,274,0.7965,57,165,159,20,42,50,0,0,.,0,0,0,0,0,0,472,321,321,0.6801,106,377,95,0,94,0,1382,1382,861,0.623,159,464,918,0,405,0,1002,96,96,96,1,27,96,0,0,0,0
NM-501,1267,745,222,0.1752,1096,171,0,151,551,663,53,0,73,627,160,0.146,124,56,116,439,610,47,0,47,118,62,0.3626,35,112,53,6,0,26,0,0,.,0,0,0,0,0,0,337,246,246,0.73,79,254,83,0,53,20,827,827,505,0.6106,185,424,403,0,190,0,361,0,0,0,.,0,0,0,0,0,0
NV-500,1909,1784,1783,0.934,1306,578,25,92,305,1593,11,365,159,1181,1180,0.9035,333,156,78,274,1027,5,61,40,578,578,1,14,31,541,6,304,119,25,25,1,0,0,25,0,0,0,539,518,518,0.961,84,288,251,0,167,53,2484,2484,915,0.3684,203,698,1786,0,1675,0,1217,31,31,31,1,0,0,31,0,25,6
NV-501,995,893,755,0.7588,484,511,0,117,215,756,24,104,41,450,432,0.8926,60,217,55,130,330,24,20,24,443,323,0.6321,62,85,426,0,84,17,0,0,.,0,0,0,0,0,0,40,40,40,1,6,19,21,0,0,0,558,558,558,1,32,89,469,0,323,0,403,0,0,0,.,0,0,0,0,0,0
NV-502,159,81,76,0.478,148,11,0,27,106,49,4,0,4,70,65,0.4392,0,24,22,95,49,4,0,4,11,11,1,5,11,0,0,0,0,0,0,.,0,0,0,0,0,0,43,43,43,1,3,11,32,0,4,0,190,190,182,0.9579,28,72,118,0,97,0,20,0,0,0,.,0,0,0,0,0,0
NY-500,736,687,574,0.7799,585,139,12,80,252,480,4,56,50,536,431,0.7368,59,53,76,244,341,0,0,27,139,131,0.9424,4,8,127,4,56,23,12,12,1,0,0,12,0,0,0,591,591,591,1,106,380,211,0,0,38,1465,1465,1465,1,201,565,900,0,199,0,271,0,0,0,.,0,0,0,0,0,0
NY-501,142,67,67,0.4718,75,67,0,28,85,57,0,3,0,33,33,0.44,0,132,11,32,43,0,0,0,34,34,0.5075,17,53,14,0,3,0,0,0,.,0,0,0,0,0,0,157,148,147,0.9363,36,122,35,0,1,0,187,181,181,0.9679,18,48,139,0,0,0,37,0,0,0,.,0,0,0,0,0,0
NY-503,446,416,260,0.583,298,144,4,43,103,335,8,37,25,268,153,0.5134,39,284,31,87,211,0,0,0,144,103,0.7153,12,16,120,8,33,25,4,4,1,0,0,4,0,4,0,186,147,147,0.7903,35,106,80,0,41,0,887,887,887,1,149,359,528,0,153,1,229,0,0,0,.,0,0,0,0,0,0
NY-504,50,42,31,0.62,50,0,0,10,35,15,0,0,0,42,31,0.62,0,6,10,35,15,0,0,0,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,42,42,42,1,0,0,42,0,0,0,61,61,56,0.918,21,42,19,0,5,2,56,0,0,0,.,0,0,0,0,0,0
NY-505,788,709,694,0.8807,615,173,0,73,221,552,15,26,46,550,535,0.8699,0,16,51,168,432,15,0,29,159,159,0.9191,22,53,120,0,26,17,0,0,.,0,0,0,0,0,0,798,798,798,1,165,498,288,12,36,77,1176,1176,1176,1,101,270,906,0,218,0,291,168,168,168,1,30,86,82,0,0,0
NY-507,216,197,179,0.8287,166,50,0,22,49,167,0,3,12,147,129,0.7771,23,118,13,23,143,0,3,12,50,50,1,9,26,24,0,0,0,0,0,.,0,0,0,0,0,0,122,122,116,0.9508,33,104,18,0,6,0,509,509,496,0.9745,63,207,302,0,13,0,65,0,0,0,.,0,0,0,0,0,0
NY-508,976,851,786,0.8053,675,285,16,154,433,507,36,52,52,610,560,0.8296,94,0,113,325,325,25,18,25,225,210,0.7368,41,108,166,11,34,27,16,16,1,0,0,16,0,0,0,384,384,384,1,78,278,106,0,4,25,1206,1206,1206,1,33,81,1125,0,327,0,363,40,40,40,1,0,0,40,0,15,0
NY-510,52,43,43,0.8269,29,23,0,3,6,46,0,2,18,20,20,0.6897,16,104,1,2,27,0,1,3,23,23,1,2,4,19,0,1,15,0,0,.,0,0,0,0,0,0,27,27,27,1,6,23,4,0,0,0,83,83,83,1,18,39,44,0,2,4,83,28,28,0,0,0,0,28,0,0,0
NY-511,316,281,270,0.8544,251,65,0,31,80,236,0,4,11,216,205,0.8167,1,7,27,72,179,0,0,0,65,65,1,4,8,57,0,4,11,0,0,.,0,0,0,0,0,0,72,72,72,1,21,54,18,0,0,0,383,383,373,0.9739,61,141,242,0,18,0,66,0,0,0,.,0,0,0,0,0,0
NY-512,141,109,107,0.7589,116,25,0,27,72,69,0,2,0,84,84,0.7241,15,47,18,54,62,0,2,0,25,23,0.92,9,18,7,0,0,0,0,0,.,0,0,0,0,0,0,218,151,139,0.6376,55,191,27,0,3,0,670,509,509,0.7597,122,399,271,0,21,0,254,0,0,0,.,0,0,0,0,0,0
NY-513,210,210,210,1.0,117,93,0,24,24,186,0,0,0,117,117,1.0,0,0,18,18,99,0,0,0,93,93,1,6,6,87,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,68,68,68,1,2,5,63,0,17,0,0,0,0,0,.,0,0,0,0,0,0
NY-514,139,126,126,0.9065,58,81,0,49,92,23,24,0,24,45,45,0.7759,0,0,16,23,23,12,0,12,81,81,1,33,69,0,12,0,12,0,0,.,0,0,0,0,0,0,24,24,24,1,24,24,0,0,0,0,37,37,37,1,7,17,20,0,0,0,0,0,0,0,.,0,0,0,0,0,0
NY-516,164,164,164,1.0,156,8,0,21,34,130,0,8,21,156,156,1.0,0,0,21,34,122,0,0,21,8,8,1,0,0,8,0,8,0,0,0,.,0,0,0,0,0,0,4,4,4,1,0,0,4,0,0,0,63,63,63,1,11,29,34,0,4,16,4,0,0,0,.,0,0,0,0,0,0
NY-518,212,160,112,0.5283,160,52,0,41,98,108,6,0,13,132,90,0.5625,0,0,19,50,104,6,0,6,28,22,0.4231,22,48,4,0,0,7,0,0,.,0,0,0,0,0,0,103,77,77,0.7476,25,70,33,0,1,12,480,480,480,1,54,142,338,0,41,0,29,11,11,11,1,0,0,11,0,11,0
NY-519,34,0,0,0.0,22,12,0,9,26,8,0,0,0,0,0,0.0,0,169,5,14,8,0,0,0,0,0,0,4,12,0,0,0,0,0,0,.,0,0,0,0,0,0,37,37,37,1,6,23,14,0,0,0,51,43,43,0.8431,11,29,22,0,4,0,26,0,0,0,.,0,0,0,0,0,0
NY-520,6,6,6,1.0,2,4,0,1,2,4,0,0,0,2,2,1.0,0,15,0,0,2,0,0,0,4,4,1,1,2,2,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,24,24,24,1,4,13,11,0,12,0,2,0,0,0,.,0,0,0,0,0,0
NY-522,31,14,14,0.4516,17,14,0,5,17,14,0,1,0,0,0,0.0,0,27,3,13,4,0,0,0,14,14,1,2,4,10,0,1,0,0,0,.,0,0,0,0,0,0,171,171,171,1,35,93,78,0,0,0,525,525,463,0.8819,108,310,215,0,62,0,28,0,0,0,.,0,0,0,0,0,0
NY-523,123,105,90,0.7317,91,32,0,12,35,78,10,28,26,73,58,0.6374,70,95,7,25,56,10,6,16,32,32,1,5,10,22,0,22,10,0,0,.,0,0,0,0,0,0,55,39,39,0.7091,16,40,15,0,5,0,225,215,215,0.9556,32,100,125,0,95,0,58,0,0,0,.,0,0,0,0,0,0
NY-525,73,22,22,0.3014,69,4,0,17,55,11,7,0,7,18,18,0.2609,11,95,17,55,8,6,0,6,4,4,1,0,0,3,1,0,1,0,0,.,0,0,0,0,0,0,16,16,16,1,3,11,5,0,16,0,108,108,53,0.4907,11,25,83,0,45,0,0,0,0,0,.,0,0,0,0,0,0
NY-600,78402,75142,66682,0.8505,75245,3117,40,14699,45582,32812,8,334,842,72034,65627,0.8722,331,17,14678,45521,29724,0,155,358,3068,1015,0.3256,21,61,3048,8,139,484,40,40,1,0,0,40,0,40,0,1053,948,948,0.9003,182,699,354,0,207,53,32150,31764,13844,0.4306,2040,5910,26240,0,4967,505,21780,0,0,0,.,0,0,0,0,0,0
NY-601,529,451,451,0.8526,341,188,0,114,265,252,12,0,22,305,305,0.8944,0,12,86,185,144,12,0,14,146,146,0.7766,28,80,108,0,0,8,0,0,.,0,0,0,0,0,0,39,39,39,1,0,0,39,0,0,0,237,237,214,0.903,23,66,171,0,52,3,40,0,0,0,.,0,0,0,0,0,0
NY-602,286,269,238,0.8322,232,54,0,51,124,149,13,0,85,215,184,0.7931,49,211,35,80,139,13,0,55,54,54,1,16,44,10,0,0,30,0,0,.,0,0,0,0,0,0,7,7,0,0,2,5,2,0,0,0,316,301,272,0.8608,57,138,178,0,67,69,297,0,0,0,.,0,0,0,0,0,0
NY-603,3118,3036,3036,0.9737,2892,193,33,680,2277,810,31,151,115,2818,2818,0.9744,0,949,662,2222,649,21,50,94,185,185,0.9585,18,55,128,10,68,21,33,33,1,0,0,33,0,33,0,409,384,384,0.9389,100,366,43,0,29,0,2230,2223,2176,0.9758,357,1040,1190,0,701,5,1169,0,0,0,.,0,0,0,0,0,0
NY-604,1693,1654,1654,0.977,1016,677,0,412,1214,463,16,23,46,977,977,0.9616,46,129,207,599,403,14,11,14,677,677,1,205,615,60,2,12,32,0,0,.,0,0,0,0,0,0,440,440,440,1,129,396,44,0,15,10,1514,1514,1171,0.7734,178,454,1060,0,394,64,0,2942,2942,2897,0.9847,667,2468,474,0,0,0
NY-606,92,81,81,0.8804,42,50,0,12,37,55,0,0,0,31,31,0.7381,57,4,12,37,5,0,0,0,50,50,1,0,0,50,0,0,0,0,0,.,0,0,0,0,0,0,37,24,24,0.6486,10,28,9,0,0,0,77,77,77,1,16,42,35,0,0,0,26,0,0,0,.,0,0,0,0,0,0
NY-607,162,162,0,0.0,162,0,0,33,103,59,0,0,59,162,0,0.0,0,0,33,103,59,0,0,59,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,38,38,38,1,4,14,24,0,0,0,0,0,0,0,.,0,0,0,0,0,0
NY-608,101,84,84,0.8317,89,12,0,9,38,45,18,8,26,72,72,0.809,25,295,9,38,37,14,8,14,12,12,1,0,0,8,4,0,12,0,0,.,0,0,0,0,0,0,20,16,16,0.8,6,20,0,0,0,0,135,135,135,1,32,84,51,0,0,0,26,20,20,20,1,6,20,0,0,0,0
OH-500,919,803,803,0.8738,694,205,20,71,239,660,20,171,67,617,617,0.889,246,70,48,198,476,20,17,56,166,166,0.8098,23,41,164,0,134,11,20,20,1,0,0,20,0,20,0,1187,1121,1121,0.9444,236,906,281,0,77,68,2236,2236,2236,1,239,819,1417,0,346,70,1890,0,0,0,.,0,0,0,0,0,0
